ProteinAccessions	ProteinDescriptions	MolecularWeight	NrOfModifiedSequencesIdentifiedExperimentwide	is_SEC_Candidate	NrOfModifiedSequencesIdentified_SEC_fraction_47	NrOfModifiedSequencesIdentified_SEC_fraction_53	NrOfModifiedSequencesIdentified_SEC_fraction_54	NrOfModifiedSequencesIdentified_SEC_fraction_55	NrOfModifiedSequencesIdentified_SEC_fraction_56	NrOfModifiedSequencesIdentified_SEC_fraction_57	NrOfModifiedSequencesIdentified_SEC_fraction_58	NrOfModifiedSequencesIdentified_SEC_fraction_59	NrOfModifiedSequencesIdentified_SEC_fraction_60	NrOfModifiedSequencesIdentified_SEC_fraction_61	NrOfModifiedSequencesIdentified_SEC_fraction_62	NrOfModifiedSequencesIdentified_SEC_fraction_63	NrOfModifiedSequencesIdentified_SEC_fraction_64	NrOfModifiedSequencesIdentified_SEC_fraction_65	IBAQ_SEC_fraction_47	IBAQ_SEC_fraction_53	IBAQ_SEC_fraction_54	IBAQ_SEC_fraction_55	IBAQ_SEC_fraction_56	IBAQ_SEC_fraction_57	IBAQ_SEC_fraction_58	IBAQ_SEC_fraction_59	IBAQ_SEC_fraction_60	IBAQ_SEC_fraction_61	IBAQ_SEC_fraction_62	IBAQ_SEC_fraction_63	IBAQ_SEC_fraction_64	IBAQ_SEC_fraction_65	IBAQ_norm_SEC_fraction_47	IBAQ_norm_SEC_fraction_53	IBAQ_norm_SEC_fraction_54	IBAQ_norm_SEC_fraction_55	IBAQ_norm_SEC_fraction_56	IBAQ_norm_SEC_fraction_57	IBAQ_norm_SEC_fraction_58	IBAQ_norm_SEC_fraction_59	IBAQ_norm_SEC_fraction_60	IBAQ_norm_SEC_fraction_61	IBAQ_norm_SEC_fraction_62	IBAQ_norm_SEC_fraction_63	IBAQ_norm_SEC_fraction_64	IBAQ_norm_SEC_fraction_65	distribution	signal_peptide
D4GSH0	Cro/C1 family transcription regulator	25792.92	25	TRUE	3	24	25	25	25	25	23	23	19	14	10	6	1	0	72.5	23535.7	49473.1	88092.1	102752.5	58952.3	33185.8	20630.2	7810	4717.1	1388.1	378	42.1	0	0.000705579	0.229052334	0.48147831	0.857323179	1	0.573731053	0.322968298	0.20077565	0.076007883	0.045907399	0.01350916	0.003678743	0.000409722	0		
D4GRX7	Pyridoxal 5'-phosphate synthase subunit PdxT	21473.96	12	TRUE	3	10	10	11	12	12	11	9	10	6	5	4	2	0	47.4	13173.9	33608.3	81229.9	101856.8	80566.6	55395.2	29934.3	12183.4	6324.9	1661.3	600.6	124.2	0	0.000465359	0.129337462	0.32995637	0.797491184	1	0.7909791	0.543853724	0.293886122	0.119613025	0.062096001	0.016310153	0.005896514	0.001219359	0		
D4GTG0	Probable GTP-binding protein EngB	23578.69	29	TRUE	0	18	26	29	29	28	29	27	23	16	10	8	3	2	0	7008.4	22765.3	64804	96312.6	81388.8	56583	38964.9	16377.2	9634.6	3364.6	1166.5	283.1	143.5	0	0.072767218	0.236368866	0.672850697	1	0.845048311	0.587493225	0.404567004	0.170042134	0.100034679	0.034934162	0.012111603	0.002939387	0.00148994		
D4GZS7	TRAM domain protein	17146.88	11	TRUE	3	10	11	11	11	10	10	10	9	4	3	1	0	0	401.7	17747.9	50722.7	83304.1	93532.4	60672.2	34286.9	29982.3	10385.7	4263	1498.7	527	0	0	0.004294768	0.189751359	0.54230085	0.890644311	1	0.648675753	0.366577785	0.32055523	0.111038528	0.045577789	0.016023325	0.005634411	0	0		
D4GWK7	Uncharacterized protein	19722.99	10	TRUE	2	10	10	10	10	9	9	8	6	7	6	5	2	1	115.3	44748	79370.8	102475.1	92978.1	49748.9	29296.7	22501.9	12153.8	13144.8	7860.4	4060.5	852.2	381.5	0.001125151	0.436671933	0.774537424	1	0.907323828	0.485473056	0.285890914	0.219584075	0.11860247	0.128273112	0.076705463	0.03962426	0.008316167	0.003722856		
D4GXU9	Transcription factor S	11994.17	11	TRUE	0	7	9	11	11	11	11	11	8	2	2	0	0	0	0	3767.3	15077.9	36517.3	88399.5	84141.2	66677	41526.7	22313.6	8812.9	5863.9	0	0	0	0	0.042616757	0.170565444	0.413093965	1	0.951828913	0.754268972	0.469761707	0.252417717	0.099694003	0.066334086	0	0	0		
D4GUK9	Ferritin domain protein	18567.25	10	TRUE	9	9	9	10	10	9	9	9	9	9	8	5	3	3	7888.4	41620.7	57892.2	83941.6	80293.5	46963.8	28606.7	17054.1	8717.6	8152.2	4282.7	3641.9	496.5	378.9	0.093974859	0.495829243	0.689672344	1	0.956540023	0.55948183	0.340792885	0.203166249	0.103853155	0.09711752	0.051019995	0.043386116	0.005914826	0.004513852		
D4GTL7	GATase domain protein	35209.46	8	TRUE	8	8	8	8	8	8	8	8	7	5	6	4	3	2	150811.5	32041.5	37704.4	59109.5	77589.4	55198.1	40993.4	37646.8	15534.5	10038	5746.6	1741.9	838.6	267.2	1	0.212460588	0.250010112	0.391942922	0.514479333	0.366007234	0.271818794	0.249628178	0.10300607	0.066559911	0.038104521	0.01155018	0.005560584	0.001771748		
D4GZW3	"Purine phosphoribosyltransferase (Adenine phosphoribosyltransferase, xanthine-guanine phosphoribosyltransferase)"	25461.55	18	TRUE	8	18	18	18	18	17	17	14	10	6	3	1	1	0	1752.3	87466	105126.2	107495.6	75447.2	33789.9	16814.3	6960.2	2093.9	1103.4	149.6	33.2	8.7	0	0.016301132	0.813670513	0.977958168	1	0.701863146	0.314337517	0.156418495	0.064748697	0.019478937	0.010264606	0.001391685	0.00030885	8.09E-05	0		
D4GXJ9	Uncharacterized protein	14935.48	9	TRUE	6	9	9	9	9	9	9	9	9	9	8	7	6	4	3281.4	87474	80094	95815.5	74171.1	44218.2	34526.2	26629	16364.8	19372.7	11381.4	8330.1	3955.7	3861.6	0.034247069	0.912942061	0.835919032	1	0.774103355	0.461493182	0.360340446	0.277919543	0.170794913	0.202187538	0.118784539	0.086938961	0.041284552	0.040302456		
D4GST1	UspA domain protein	16457.24	24	TRUE	15	23	23	24	23	23	24	21	21	13	7	4	0	0	5319.5	58155.4	55512.7	65402.1	73924.8	50514.5	35734.9	25985.3	11878.1	7953.5	2584.9	1113.1	0	0	0.07195826	0.786683224	0.750934734	0.88471122	1	0.683322782	0.483395288	0.351509913	0.160678149	0.107589063	0.034966615	0.015057193	0	0		
D4GWX9	HTH domain protein	13078.48	11	TRUE	2	11	11	11	11	9	7	7	5	3	1	0	1	0	112.3	39891.6	44298	55264.1	72943.7	23212.1	14263.3	6550.7	1620.2	673.6	129.5	0	77.7	0	0.001539544	0.546882047	0.60729028	0.757626772	1	0.318219394	0.195538477	0.089804877	0.022211651	0.009234519	0.001775342	0	0.001065205	0		
D4GZF3	Glutamine amidotransferase	26166.68	19	TRUE	6	15	18	19	19	19	17	14	12	7	5	1	0	0	317.4	37875.4	56049	78251.8	71830.3	33486.4	18779.1	10073.6	3145.6	1317.4	373.9	35.6	0	0	0.004056137	0.484019537	0.716264674	1	0.91793799	0.42793137	0.239982978	0.128733141	0.040198436	0.016835395	0.004778165	0.000454942	0	0		
D4GVC7	Sir2-type NAD-dependent protein deacetylase	26903.78	27	TRUE	7	26	26	27	27	25	22	17	13	8	7	1	0	0	1141.7	40334.9	60786.4	78413.4	71251.4	29943.2	14760.8	7828.9	2886.2	1574.6	549.5	143.1	0	0	0.014560011	0.514387847	0.775204238	1	0.90866357	0.381863304	0.188243336	0.099841354	0.036807484	0.020080752	0.007007731	0.001824943	0	0		
D4GS56	Archaeal histone	15761.77	19	TRUE	0	14	16	18	19	18	15	13	12	10	8	7	3	2	0	9947.4	36951.6	66658.6	70491.9	48831.8	41154.2	28604.1	19029.9	14920.1	7047.7	5053	942.2	436	0	0.141114085	0.524196397	0.945620703	1	0.692729236	0.583814594	0.405778536	0.269958676	0.211656942	0.099978863	0.071681995	0.013366075	0.006185108		
D4GTW1	Oxidoreductase (Short-chain dehydrogenase family)	23610.27	24	TRUE	5	23	23	23	24	24	21	19	13	10	6	3	2	2	458.2	19473.8	38064.2	61588.4	70262.4	36467.2	20139.6	14647.5	6457.2	4146.9	1711.6	701.1	341.4	292.1	0.006521269	0.277158196	0.541743521	0.876548481	1	0.519014437	0.286634103	0.208468541	0.091901216	0.059020187	0.024360113	0.00997831	0.004858929	0.004157273		
D4GTB6	Uncharacterized protein	17263.44	18	TRUE	0	12	14	16	17	17	17	17	16	15	15	11	3	0	0	1147.8	5563.6	25679.6	67548.7	80431	89601.9	81835.3	42893	33869.5	12057.4	4674.3	222.8	0	0	0.012809996	0.062092433	0.286596601	0.753875755	0.897648376	1	0.913321034	0.478706367	0.377999797	0.134566343	0.052167421	0.002486554	0		
D4GX55	DNA N-glycosylase	21817.37	21	TRUE	2	20	21	21	21	20	17	13	12	7	4	1	0	0	26.9	27868.8	54006.4	79799.3	66664.2	30471.2	18504.7	7316.4	2397.5	1165.1	189.6	18	0	0	0.000337096	0.349236146	0.676777866	1	0.835398305	0.381847961	0.231890505	0.091685015	0.030044123	0.014600379	0.002375961	0.000225566	0	0		
D4GZ16	AMP-dependent synthetase/ligase domain-containing protein	24597.58	11	TRUE	0	11	10	11	11	11	11	9	8	8	4	3	0	0	0	9005.6	25006.3	52187.7	63766.4	42795.3	31570.8	16051.9	6728.9	3584.3	688.8	243.7	0	0	0	0.141227982	0.392154803	0.818420046	1	0.671126173	0.495100868	0.251729751	0.105524226	0.056209853	0.010801927	0.003821762	0	0		
D4GWA2	tRNA-specific adenosine deaminase	22309.88	19	TRUE	0	18	19	17	17	16	16	15	10	5	2	0	0	0	0	31253.2	54910.1	74449.9	63647.8	29054.3	17714.2	7314.1	2157.3	771.9	128.3	0	0	0	0	0.419788341	0.737544308	1	0.854907797	0.390253043	0.237934504	0.098241905	0.028976533	0.010368046	0.001723307	0	0	0		
D4GYA6	Cell surface protein	8035.9	13	TRUE	6	10	13	13	13	13	12	12	8	6	3	1	1	1	442.8	51231.8	79073.5	86750.7	61178.1	29639.2	17714	13980.7	5950.2	4506.7	4025.1	534.5	318.7	183.3	0.005104282	0.590563534	0.911502731	1	0.705217364	0.341659491	0.204194318	0.161159506	0.068589648	0.051950013	0.046398473	0.006161334	0.003673746	0.002112951		
D4GZ61	Alpha/beta hydrolase fold protein	23274.72	9	TRUE	2	9	9	9	9	9	8	9	6	4	4	3	1	1	4177.7	12141	28643.8	52055.7	59495.5	40872.9	26912.6	20821.5	8192.9	9670.5	3132.3	2082.8	2352	2129.8	0.070218756	0.204065854	0.481444815	0.874951887	1	0.686991453	0.452346816	0.349967645	0.137706213	0.162541705	0.052647679	0.03500769	0.039532402	0.035797665		
D4H081	Plasmid pRiA4b Orf3-like domain-containing protein	21307.03	10	TRUE	0	10	10	10	10	10	10	7	4	3	1	0	0	0	0	19799.7	34681.6	58790.4	56663.6	29686.8	15009.7	6725.6	1949.5	1069.8	45.9	0	0	0	0	0.336784577	0.589919443	1	0.963824026	0.504959993	0.25530869	0.11439963	0.033160176	0.018196848	0.00078074	0	0	0		
D4GSC7	AMMECR1 domain protein	21717.23	15	TRUE	2	7	12	14	15	15	15	15	13	12	10	7	1	0	13.3	2181	9114.3	29634	55888.5	62076.6	66093.6	52642.4	32200.6	17874.1	5885.5	3068	1170.7	0	0.00020123	0.032998656	0.137899887	0.448364138	0.845596245	0.939222557	1	0.796482564	0.487196945	0.270436169	0.089047956	0.046419018	0.017712759	0		
D4GST0	UspA domain protein	15802.62	8	TRUE	7	8	8	8	8	8	8	8	7	7	7	5	5	1	9609.7	55756.7	73987.3	75976.7	55555.7	29733.1	18436.8	13970.2	8709.7	8720.8	4964.4	2095.3	819.4	75.1	0.126482198	0.733865777	0.973815657	1	0.731220229	0.391344978	0.242663869	0.183874793	0.114636461	0.114782558	0.065341085	0.027578192	0.010784885	0.000988461		
D4GWL8	HAD superfamily hydrolase	23422.25	17	TRUE	5	17	17	17	17	17	16	12	10	7	1	0	0	0	291.1	29884.9	52927.3	67185.1	55324.5	24627.7	12092.3	6210.2	1841.6	744.7	67.9	0	0	0	0.004332806	0.444814401	0.787783303	1	0.823463833	0.366564908	0.179984848	0.092434186	0.02741084	0.011084303	0.001010641	0	0	0		
D4GXQ1	TrmB family transcription regulator	15252.07	11	TRUE	2	10	11	11	11	9	9	7	4	4	3	3	1	1	560.9	58141	74820.8	84219	54964.5	28868.8	15626.2	8178.1	3077.5	2469.4	1143.3	735.9	216.2	159.2	0.006660017	0.690354908	0.888407604	1	0.652637766	0.342782508	0.185542455	0.097105166	0.036541635	0.029321175	0.013575321	0.008737933	0.002567117	0.00189031		
D4GTF7	COG0212-type thiamine metabolism protein	26533.49	25	TRUE	10	24	24	24	24	21	18	15	10	6	1	0	0	0	1096	56268.8	68671.1	73972.3	54368.4	21753	9439.1	4363.3	1156.5	388.6	40.6	0	0	0	0.014816357	0.760673928	0.928335336	1	0.73498323	0.294069537	0.12760317	0.058985593	0.015634231	0.005253318	0.000548854	0	0	0		
D4GX53	Redoxin domain protein	20546.33	11	TRUE	1	11	11	11	11	10	9	7	3	1	1	0	0	0	45.5	18134.7	41903.1	68369	54264.9	29410.5	17811.2	7855.7	1778.2	787	238.1	0	0	0	0.000665506	0.265247407	0.612896196	1	0.793706212	0.430173032	0.260515731	0.11490149	0.026008864	0.011511065	0.003482573	0	0	0		
D4GYY0	Ribosome biogenesis protein Dim2	19923.55	7	TRUE	2	5	5	6	7	7	7	7	7	5	3	3	1	0	387.1	1845.2	7010.5	24489.2	52440.7	55726.9	48883.1	44358.6	20644.1	15483.5	4928.9	1791.2	489.9	0	0.006946376	0.033111478	0.125801005	0.439450248	0.941030274	1	0.877190369	0.795999777	0.370451254	0.277846067	0.08844741	0.032142466	0.008791087	0		
D4GRY5	Type-4 uracil-DNA glycosylase	21129.46	14	TRUE	2	13	12	14	14	13	13	12	12	11	8	3	1	0	8.5	6485.2	15321.2	35941.1	50877	38316.4	27566	20102.9	8184.1	5173.9	1255.6	291.5	51	0	0.00016707	0.127468208	0.30114197	0.706431197	1	0.753118305	0.541816538	0.395127464	0.160860507	0.101694282	0.024679128	0.005729504	0.001002418	0		
D4GV15	Rieske-type (2Fe-2S) iron-sulfur protein	22648.91	18	TRUE	6	14	14	16	18	15	15	15	14	11	6	4	3	2	267.9	5081.8	10254.3	29369.3	50047.9	43469.6	36129	22223.9	10140.9	5890.7	1814.3	806.7	413.4	406	0.005352872	0.101538726	0.204889716	0.586823823	1	0.86855992	0.721888431	0.444052598	0.202623886	0.117701242	0.036251271	0.016118558	0.008260087	0.008112228		Tat/SPI
D4GZR4	Cupin 2 barrel domain protein	13707.02	13	TRUE	11	12	13	13	13	13	13	13	8	5	3	1	0	0	6662	16893.7	24028	36785.8	49174.7	29809.9	22545.5	14831.7	4957.5	3447.9	567.2	127.1	0	0	0.13547617	0.343544546	0.488625248	0.748063537	1	0.606204003	0.458477632	0.301612415	0.100814036	0.070115324	0.011534387	0.002584662	0	0		
D4GVC1	Phosphoribosylformylglycinamidine synthase subunit PurQ	23882.28	13	TRUE	6	13	13	12	12	12	12	11	8	8	8	5	1	0	438.8	19339.5	29154.2	49891.9	48754.2	25863.3	14226.8	12027.9	4827.3	3758.4	1919.2	899.2	113	0	0.008795015	0.387628052	0.584347359	1	0.977196699	0.518386752	0.2851525	0.241079213	0.096755185	0.075330865	0.038467166	0.018022966	0.002264897	0		
D4GZL1	Type II toxin-antitoxin system HicB family antitoxin	9433.06	7	TRUE	1	7	7	7	7	7	6	6	6	4	3	2	1	0	140.6	14050.7	26426.5	42174.9	48342	29181.8	26647.5	32906.9	20618.6	14755.7	7316.2	2723.1	862.1	0	0.002908444	0.290652021	0.546657151	0.872427703	1	0.603653138	0.551228745	0.680710355	0.426515246	0.305235613	0.151342518	0.056329899	0.017833354	0		
D4GXH3	Aminoglycoside N3'-acetyltransferase	28861.75	6	TRUE	6	4	2	2	2	1	1	1	1	1	1	1	1	1	36756.3	8082.7	40165.1	43771.3	46689.3	54923.4	82743.2	62715.1	60573.5	58367.7	31205.3	18760.8	29645.4	24442	0.444221398	0.09768416	0.485418741	0.529001779	0.564267517	0.663781435	1	0.757948689	0.7320662	0.705407816	0.377134314	0.226735248	0.35828201	0.295395875		
D4GXH2	Hydrogenase maturation nickel metallochaperone HypA	25813.52	17	TRUE	9	17	17	17	17	17	16	14	12	8	1	0	0	0	553.8	21935.9	40177.1	50629.7	45895.5	19152.3	9592.4	5737	1869.5	628.3	46.9	0	0	0	0.010938244	0.433261505	0.793548056	1	0.906493619	0.378281918	0.189461917	0.113312937	0.036924967	0.012409712	0.000926334	0	0	0		
D4GZ45	UPF0361 family protein	26240.97	14	TRUE	3	14	14	14	14	13	11	8	6	4	1	0	0	0	115.3	40351.3	53749.9	65147	45562.9	19414.6	8765.3	3528.3	850.5	377.5	11.9	0	0	0	0.001769844	0.61938846	0.825055643	1	0.699386004	0.298012188	0.134546487	0.054159056	0.013055091	0.005794588	0.000182664	0	0	0		
D4GVX1	GIY-YIG nuclease family protein	27711.48	24	TRUE	0	22	24	24	24	24	24	21	17	11	3	0	0	0	0	17207.1	31491.5	54489.3	44547.7	27649	16042.5	8399.6	2301.6	1487.5	329.8	0	0	0	0	0.315788604	0.577939155	1	0.817549501	0.507420723	0.294415601	0.154151365	0.042239486	0.027298938	0.006052564	0	0	0		
A0A1C9J6V5	Uncharacterized protein	3574.88	5	TRUE	0	5	5	5	5	5	5	5	4	2	1	0	0	0	0	5025.7	17118.2	36466.4	43791.3	29353.5	18220.8	10776.6	3795.1	1524.2	345.3	0	0	0	0	0.114764805	0.390904129	0.832731616	1	0.670304376	0.416082647	0.246089977	0.086663333	0.034806	0.007885128	0	0	0		
D4GRT8	Glyoxalase domain protein	14693.03	11	TRUE	5	11	11	11	11	9	9	7	5	4	2	1	1	1	10832.8	50165	61068	60021	43278.6	27423.1	23063.1	18369.9	14172.8	15699.8	8320	9925.3	6695.3	5427.5	0.17738914	0.821461322	1	0.982855178	0.708695225	0.449058427	0.377662606	0.300810572	0.232082269	0.257087182	0.136241567	0.162528657	0.109636798	0.088876335		
D4GYK8	KEOPS complex subunit Cgi121	17825.83	10	TRUE	0	7	9	10	10	10	10	10	9	5	4	2	2	0	0	2544.9	7389.9	22045	42226	40045	37238.4	30762.1	16720.4	13549.2	7108.9	670	212.6	0	0	0.060268555	0.175008289	0.522071709	1	0.948349358	0.8818832	0.72851087	0.395974044	0.320873396	0.168353621	0.015867001	0.005034813	0		
D4GTQ5	Uncharacterized protein	17611.16	12	TRUE	0	11	12	12	12	10	10	8	6	3	2	0	0	0	0	12058.8	27899.8	45920.6	41993.1	23621.3	13341.8	6168.1	1886.4	685.6	106.5	0	0	0	0	0.262601098	0.607566103	1	0.914471936	0.514394411	0.290540629	0.13432098	0.041079603	0.014930119	0.002319221	0	0	0		
D4GXV4	S-adenosylmethionine-dependent methyltransferase	21852.34	11	TRUE	0	11	11	11	11	11	10	10	8	4	3	2	1	0	0	7934.7	20756.1	35647.3	41869.8	24253.7	14850.4	8874.5	2391.8	1374.1	387.2	105.2	10.6	0	0	0.189508906	0.495729619	0.85138453	1	0.579264768	0.354680462	0.211954679	0.057124706	0.032818404	0.009247716	0.002512551	0.000253166	0		
D4GP17	SpoVT-AbrB domain-containing protein	8581.63	5	TRUE	3	5	5	5	5	5	5	5	4	5	4	2	1	1	227.1	30386	42833.2	50957.3	40295.1	15608.5	8757.5	9832.6	4687.1	3764.8	1768.9	842.4	309.1	172.4	0.004456673	0.596303179	0.840570438	1	0.790762069	0.306305475	0.171859577	0.192957633	0.091980933	0.073881465	0.034713378	0.016531488	0.006065863	0.003383225		
D4GYD8	Uncharacterized protein	16060.69	15	TRUE	0	15	15	15	15	15	12	11	5	3	2	1	0	0	0	8162.3	17723.7	40849.9	40078.9	18575.3	7326.1	7122	1733.2	541.5	218	32.5	0	0	0	0.199811995	0.433873767	1	0.981126025	0.454720819	0.179341932	0.174345592	0.0424285	0.013255846	0.00533661	0.000795596	0	0		
D4GS86	Peptidyl-prolyl cis-trans isomerase	17061.65	6	TRUE	3	5	6	6	5	5	5	5	5	3	2	1	0	0	164.1	40372.9	41306.8	50603.2	38929.8	16924.4	7769.9	2942.5	793.8	502.9	76	39.5	0	0	0.003242878	0.797832943	0.816288298	1	0.769314984	0.334453157	0.153545626	0.058148497	0.015686755	0.009938107	0.001501881	0.000780583	0	0		
D4GW09	Transcription initiation factor TFE beta subunit	13156.57	10	TRUE	4	9	9	10	10	10	8	9	8	5	3	1	1	1	85	15376.1	21866.6	33625.7	35663	21528.4	14537.5	10162	3840.5	3020.3	506.1	102.9	31.6	14	0.002383423	0.431149931	0.613145277	0.942873566	1	0.603662059	0.407635364	0.284945181	0.107688641	0.084690015	0.014191179	0.002885343	0.000886072	0.000392564		
D4GSI1	Adenosylcobalamin/alpha-ribazole phosphatase	22141.53	14	TRUE	0	13	14	14	14	14	11	8	8	4	1	0	0	0	0	17446.9	31332.2	41826.5	35177	17322.5	9488.8	4340.6	1619.6	388.1	17.9	0	0	0	0	0.417125507	0.749099255	1	0.84102184	0.414151316	0.226860961	0.103776314	0.038721863	0.009278806	0.000427958	0	0	0		
D4GP64	Probable cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)	19809.19	15	TRUE	13	15	15	15	15	14	13	13	12	10	10	8	5	2	6533.8	28096	28150.6	33943.5	35089	18392.3	11950.3	13513.5	6813	6415.9	4369.1	2450.1	1360.2	1474.2	0.186206503	0.800706774	0.802262817	0.967354442	1	0.524161418	0.340571119	0.385120693	0.194163413	0.182846476	0.124514805	0.069825301	0.038764285	0.042013167		
D4GWH7	Uncharacterized isochorismatase family protein HVO_2328	20695.79	15	TRUE	9	15	14	15	15	15	13	15	11	7	3	1	0	0	1106.7	5498.7	15770.5	25718.4	32633.9	19029.9	10426	7231	2547.4	1327	175.3	37.5	0	0	0.033912588	0.168496563	0.483255143	0.78808846	1	0.583132877	0.319483727	0.221579401	0.078059932	0.040663237	0.005371715	0.001149112	0	0		
D4GSE4	Uncharacterized protein	23994.41	18	TRUE	5	16	18	18	18	18	14	12	8	3	1	0	0	0	254.4	26458.7	39112.4	43563.2	30427.4	13558.9	6482.9	2606.8	648.9	138.4	17.6	0	0	0	0.005839791	0.607363555	0.897831197	1	0.698465677	0.311246649	0.148815973	0.059839498	0.0148956	0.003176993	0.000404011	0	0	0		
D4GWL6	Uncharacterized protein	14890.17	9	TRUE	0	9	9	9	9	8	7	8	5	2	0	0	0	0	0	20717.7	24926.2	36257.8	30236.9	13777	7392.7	2320.4	567.2	232.9	0	0	0	0	0	0.571399809	0.687471385	1	0.833941938	0.379973413	0.20389268	0.063997264	0.01564353	0.006423445	0	0	0	0		
D4GT97	Inorganic pyrophosphatase	20372.42	11	TRUE	6	7	10	11	11	11	10	11	8	5	4	4	1	0	1932.4	3764.3	8569.7	18707.9	29780.1	19229.2	14997.5	14173.1	6461	4762.7	1821.7	912.5	134.9	0	0.064888969	0.126403202	0.287765991	0.628201383	1	0.645706361	0.503608114	0.475925198	0.216956961	0.159928946	0.061171722	0.030641267	0.004529871	0		
D4GU11	Methylated-DNA--protein-cysteine methyltransferase	15848.73	16	TRUE	0	7	11	14	16	16	15	16	15	14	13	11	3	0	0	195	1844.2	9651.7	28776.4	39768.8	51350.8	47432.4	26055.5	19109.4	6232.4	2228.5	275.3	0	0	0.003797409	0.035913754	0.187956176	0.560388543	0.774453368	1	0.923693496	0.507402027	0.372134417	0.121369093	0.043397571	0.005361163	0		
D4GST4	Uncharacterized protein	16077.62	10	TRUE	0	5	8	9	10	10	10	10	10	9	7	6	1	0	0	764.7	2068.9	10114	27759	35316.6	36432.7	33646.8	18162.6	14272.5	5374	1923.6	109.3	0	0	0.020989386	0.056786897	0.277607753	0.761925413	0.969365433	1	0.92353298	0.498524677	0.391749719	0.147504851	0.052798722	0.003000052	0		
D4GUJ4	Alpha/beta hydrolase fold protein	23098.5	17	TRUE	0	14	15	17	17	17	15	14	12	7	2	1	0	0	0	4393.4	10803.4	22480.9	27514.1	17861.8	11717.3	6131.6	1942.7	969.7	72.5	9.6	0	0	0	0.159678129	0.392649587	0.81706834	1	0.649187144	0.425865284	0.22285301	0.070607434	0.035243748	0.002635013	0.000348912	0	0		
D4GZV6	"3,4-dihydroxy-2-butanone 4-phosphate synthase"	24322.66	11	TRUE	6	10	10	11	11	11	10	11	10	10	7	3	1	0	666.5	3531.4	7518.6	18034.3	27057.2	16727.6	10566.7	10817.9	5492.4	4864.6	1747.3	742.1	19.5	0	0.024633	0.130516092	0.277877977	0.666524991	1	0.618231007	0.39053191	0.399815945	0.20299218	0.179789483	0.064578005	0.02742708	0.000720695	0		
L9VDP5	Death-on-curing family protein	15129.19	14	TRUE	0	7	11	13	13	14	13	13	12	10	6	3	0	0	0	633.1	3311.4	12978.8	26213.9	27987.4	23395.9	16776.8	7653.8	6440.3	1588.6	432.3	0	0	0	0.022620894	0.118317529	0.463737253	0.936632199	1	0.835944032	0.599441177	0.273473063	0.230114266	0.056761257	0.015446237	0	0		
Q9V2V6	Proteasome subunit alpha 1	27613.2	20	TRUE	7	18	20	20	19	18	17	13	11	4	3	3	2	1	268.4	10385.8	15861.6	25215.3	25439.3	10330.9	5215.6	3225.4	1212.3	572.8	194.2	129.1	62.3	39.1	0.010550605	0.408258089	0.623507722	0.991194726	1	0.406100011	0.205021365	0.12678808	0.047654613	0.022516343	0.007633858	0.005074825	0.002448967	0.001536992		
D4GZF2	Alpha/beta hydrolase fold protein	27053.83	14	TRUE	1	13	14	14	14	14	13	13	9	5	0	1	0	0	27.6	12597.2	19637.6	27857.8	24151.3	11288.5	6605.1	3463.4	780.8	417.9	0	46.2	0	0	0.000990746	0.452196512	0.704922858	1	0.866949292	0.405218646	0.237100561	0.124324247	0.028028057	0.015001185	0	0.001658422	0	0		
D4GS51	DUF309 family protein	22417.45	11	TRUE	0	9	11	11	11	10	9	8	6	2	0	0	0	0	0	7691.4	13370.7	23225.3	23161.8	12759.4	6561.9	3123.3	957	419.4	0	0	0	0	0	0.331164721	0.57569547	1	0.997265913	0.549375035	0.282532411	0.134478349	0.041205065	0.018057894	0	0	0	0		
D4GWL4	UspA domain protein	15686.71	12	TRUE	0	11	11	12	12	12	11	12	12	11	8	7	2	0	0	3342.2	5981	13539.4	23027.5	16682.4	15248.4	19792.9	12715.1	10980	4305.8	1687.6	630.5	0	0	0.145139507	0.259732928	0.587966562	1	0.724455542	0.662182173	0.859533167	0.552170231	0.476821192	0.186985126	0.073286288	0.027380306	0		
D4GPS6	S-adenosylmethionine-dependent methyltransferase	23159.21	9	TRUE	0	5	8	9	9	9	9	9	6	3	2	0	1	0	0	2014	7275.8	15424.9	22729.2	16337.6	9095.8	8268.5	2949.7	1791.5	584	0	15.3	0	0	0.088608486	0.320108055	0.678638051	1	0.718793446	0.400181265	0.363783151	0.129775795	0.078819316	0.025693821	0	0.000673143	0		
D4GWL9	Uncharacterized protein	14271.81	10	TRUE	0	6	9	9	9	10	9	9	8	7	6	2	0	0	0	683.8	2902.2	10028.7	22580.6	23349.8	20914.1	14902.7	6917.3	4805.4	1349.6	175.5	0	0	0	0.029285047	0.124292285	0.429498325	0.967057534	1	0.895686473	0.63823673	0.296246649	0.205800478	0.05779921	0.007516124	0	0		
D4GQC7	Amidohydrolase domain protein	31790.43	21	TRUE	0	16	19	20	21	21	19	18	14	11	3	0	0	0	0	4288.3	11181.3	18151.2	22554.3	15326.2	9590.8	6692.7	2070	1760.6	196.6	0	0	0	0	0.190132259	0.495750256	0.804777803	1	0.679524525	0.425231552	0.296737208	0.091778508	0.078060503	0.008716741	0	0	0		
