protein_id,signal_peptide,probability,cleavage_site,cleavage_site_prob
EMA24735.1@GCA_000336895.1,Sec/SPI,0.727441,13-14,0.365148
EMA24745.1@GCA_000336895.1,Tat/SPII,0.956993,33-34,0.820436
EMA24780.1@GCA_000336895.1,Tat/SPII,0.999527,23-24,0.845247
EMA24811.1@GCA_000336895.1,Tat/SPII,0.999889,21-22,0.853806
EMA24812.1@GCA_000336895.1,Tat/SPI,0.687202,69-70,0.402891
EMA24814.1@GCA_000336895.1,Sec/SPI,0.997960,32-33,0.968819
EMA25184.1@GCA_000336895.1,Sec/SPII,0.510827,18-19,0.472239
EMA25235.1@GCA_000336895.1,Sec/SPI,0.618150,53-54,0.415609
EMA25236.1@GCA_000336895.1,Sec/SPI,0.999225,28-29,0.815896
EMA25237.1@GCA_000336895.1,Tat/SPII,0.998117,30-31,0.835687
EMA25440.1@GCA_000336895.1,Sec/SPI,0.998813,17-18,0.901098
EMA25441.1@GCA_000336895.1,Sec/SPI,0.987183,25-26,0.922544
EMA25704.1@GCA_000336895.1,Sec/SPI,0.544444,53-54,0.400724
EMA25706.1@GCA_000336895.1,Tat/SPII,0.998846,30-31,0.830651
EMA26233.1@GCA_000336895.1,Tat/SPII,0.999929,27-28,0.840198
EMA26234.1@GCA_000336895.1,Tat/SPII,0.999828,27-28,0.845126
EMA26257.1@GCA_000336895.1,Tat/SPII,0.993718,31-32,0.847494
EMA26279.1@GCA_000336895.1,Tat/SPI,0.927352,31-32,0.478055
EMA26288.1@GCA_000336895.1,Sec/SPI,0.995630,20-21,0.917323
EMA26314.1@GCA_000336895.1,Tat/SPII,0.994329,33-34,0.833644
EMA26316.1@GCA_000336895.1,Sec/SPI,0.998585,17-18,0.953544
EMA26342.1@GCA_000336895.1,Tat/SPII,0.976216,31-32,0.812943
EMA26353.1@GCA_000336895.1,Tat/SPI,0.848622,61-62,0.347837
EMA26378.1@GCA_000336895.1,Tat/SPII,0.994346,32-33,0.849352
EMA26379.1@GCA_000336895.1,Tat/SPII,0.999255,32-33,0.846412
EMA26390.1@GCA_000336895.1,Sec/SPI,0.999229,25-26,0.851985
EMA26393.1@GCA_000336895.1,Tat/SPI,0.841921,25-26,0.487259
EMA26394.1@GCA_000336895.1,Tat/SPII,0.972973,21-22,0.809477
EMA26408.1@GCA_000336895.1,Tat/SPII,0.999566,20-21,0.861800
EMA26448.1@GCA_000336895.1,Tat/SPII,0.999875,25-26,0.853329
EMA26480.1@GCA_000336895.1,Tat/SPII,0.686646,25-26,0.564279
EMA26511.1@GCA_000336895.1,Sec/SPI,0.773897,29-30,0.716453
EMA26520.1@GCA_000336895.1,Sec/SPII,0.999401,10-11,0.988615
EMA26525.1@GCA_000336895.1,Tat/SPII,0.999697,30-31,0.852470
EMA26559.1@GCA_000336895.1,Tat/SPII,0.859403,19-20,0.718076
EMA26710.1@GCA_000336895.1,Sec/SPII,0.999989,12-13,0.983641
EMA26739.1@GCA_000336895.1,Tat/SPII,0.994120,20-21,0.850895
EMA26743.1@GCA_000336895.1,Sec/SPI,0.992208,20-21,0.876211
EMA26747.1@GCA_000336895.1,Sec/SPII,1.000047,15-16,0.987583
EMA26754.1@GCA_000336895.1,Sec/SPI,0.940463,24-25,0.429829
EMA26756.1@GCA_000336895.1,Sec/SPII,1.000035,21-22,0.994640
EMA26758.1@GCA_000336895.1,Sec/SPII,0.999185,10-11,0.988534
EMA26765.1@GCA_000336895.1,Sec/SPI,0.966139,20-21,0.958241
EMA26770.1@GCA_000336895.1,Tat/SPII,0.999753,33-34,0.832991
EMA26772.1@GCA_000336895.1,Tat/SPII,0.997660,33-34,0.829231
EMA26787.1@GCA_000336895.1,Sec/SPII,0.999986,8-9,0.993765
EMA26791.1@GCA_000336895.1,Tat/SPII,0.924889,33-34,0.756608
EMA26795.1@GCA_000336895.1,Tat/SPI,0.947523,52-53,0.830105
EMA26823.1@GCA_000336895.1,Tat/SPII,0.990467,31-32,0.832180
EMA26839.1@GCA_000336895.1,Sec/SPII,1.000037,10-11,0.993879
EMA26840.1@GCA_000336895.1,Tat/SPI,0.992057,27-28,0.749863
ELZ07103.1@GCA_000337115.1,Tat/SPII,0.998331,23-24,0.841958
ELZ07123.1@GCA_000337115.1,Sec/SPI,0.641522,22-23,0.732906
ELZ08022.1@GCA_000337115.1,Sec/SPI,0.997970,32-33,0.971899
ELZ08024.1@GCA_000337115.1,Sec/SPI,0.998106,27-28,0.964328
ELZ08051.1@GCA_000337115.1,Tat/SPI,0.993030,31-32,0.792624
ELZ08112.1@GCA_000337115.1,Sec/SPI,0.928014,25-26,0.883750
ELZ08119.1@GCA_000337115.1,Tat/SPII,0.970717,23-24,0.824762
ELZ08126.1@GCA_000337115.1,Tat/SPII,0.998116,29-30,0.843778
ELZ08132.1@GCA_000337115.1,Tat/SPII,0.924970,20-21,0.789429
ELZ08163.1@GCA_000337115.1,Tat/SPII,0.996913,24-25,0.851265
ELZ08164.1@GCA_000337115.1,Tat/SPII,0.999600,32-33,0.829511
ELZ08682.1@GCA_000337115.1,Tat/SPII,0.999860,30-31,0.839637
ELZ08683.1@GCA_000337115.1,Sec/SPI,0.922317,19-20,0.731074
ELZ08684.1@GCA_000337115.1,Sec/SPI,0.711372,28-29,0.787614
ELZ08690.1@GCA_000337115.1,Sec/SPI,0.584794,15-16,0.547579
ELZ08691.1@GCA_000337115.1,Sec/SPI,0.998986,16-17,0.976470
ELZ08718.1@GCA_000337115.1,Sec/SPI,0.871363,37-38,0.775013
ELZ08739.1@GCA_000337115.1,Sec/SPI,0.998832,27-28,0.871683
ELZ08741.1@GCA_000337115.1,Sec/SPI,0.998149,33-34,0.971588
ELZ08754.1@GCA_000337115.1,Sec/SPI,0.998776,26-27,0.970269
ELZ08766.1@GCA_000337115.1,Sec/SPI,0.927519,23-24,0.807215
ELZ08772.1@GCA_000337115.1,Sec/SPI,0.997155,24-25,0.889412
ELZ08855.1@GCA_000337115.1,Sec/SPI,0.717637,40-41,0.727516
ELZ08857.1@GCA_000337115.1,Sec/SPI,0.914264,31-32,0.868663
ELZ08879.1@GCA_000337115.1,Sec/SPI,0.998814,25-26,0.965941
ELZ08880.1@GCA_000337115.1,Tat/SPI,0.936637,47-48,0.813702
ELZ09153.1@GCA_000337115.1,Tat/SPI,0.982830,45-46,0.614296
ELZ09158.1@GCA_000337115.1,Tat/SPII,0.950929,22-23,0.791697
ELZ09163.1@GCA_000337115.1,Tat/SPII,0.942501,19-20,0.804067
ELZ09173.1@GCA_000337115.1,Tat/SPII,0.998736,22-23,0.831603
ELZ09578.1@GCA_000337115.1,Tat/SPI,0.943753,33-34,0.331640
ELZ09592.1@GCA_000337115.1,Sec/SPI,0.715752,32-33,0.758361
ELZ09637.1@GCA_000337115.1,Tat/SPI,0.343747,50-51,0.118428
ELZ09639.1@GCA_000337115.1,Tat/SPI,0.999988,32-33,0.935487
ELZ09678.1@GCA_000337115.1,Tat/SPI,0.996783,41-42,0.904169
ELZ09679.1@GCA_000337115.1,Tat/SPI,0.999968,25-26,0.927315
ELZ09708.1@GCA_000337115.1,Sec/SPI,0.778106,19-20,0.778076
ELZ09734.1@GCA_000337115.1,Tat/SPII,0.997351,24-25,0.850744
ELZ09754.1@GCA_000337115.1,Tat/SPII,0.988607,20-21,0.843282
ELZ09799.1@GCA_000337115.1,Tat/SPI,0.682044,38-39,0.501414
ELZ09821.1@GCA_000337115.1,Sec/SPI,0.946171,28-29,0.890002
ELZ09852.1@GCA_000337115.1,Tat/SPI,0.980955,46-47,0.824041
ELZ09856.1@GCA_000337115.1,Tat/SPI,0.891230,43-44,0.766607
ELZ10139.1@GCA_000337115.1,Sec/SPII,0.532881,19-20,0.314194
ELZ10166.1@GCA_000337115.1,Tat/SPI,0.999486,29-30,0.917764
ELZ10168.1@GCA_000337115.1,Tat/SPII,0.946421,42-43,0.783675
ELZ10182.1@GCA_000337115.1,Tat/SPI,0.977481,26-27,0.585873
ELZ10198.1@GCA_000337115.1,Tat/SPI,0.996767,28-29,0.734154
ELZ10199.1@GCA_000337115.1,Tat/SPII,0.925212,28-29,0.760253
ELZ10231.1@GCA_000337115.1,Tat/SPII,0.999863,21-22,0.862453
ELZ10245.1@GCA_000337115.1,Sec/SPII,1.000067,18-19,0.994846
ELZ10274.1@GCA_000337115.1,Tat/SPII,0.995747,32-33,0.825870
ELZ10510.1@GCA_000337115.1,Sec/SPII,1.000003,26-27,0.993285
ELZ10528.1@GCA_000337115.1,Tat/SPI,0.999999,28-29,0.920548
ELZ10544.1@GCA_000337115.1,Tat/SPII,0.973109,26-27,0.820128
ELZ10547.1@GCA_000337115.1,Tat/SPI,0.999969,33-34,0.925096
ELZ10553.1@GCA_000337115.1,Sec/SPI,0.999048,33-34,0.971462
ELZ10589.1@GCA_000337115.1,Tat/SPII,0.999879,24-25,0.830458
ELZ10599.1@GCA_000337115.1,Tat/SPII,0.999561,23-24,0.851786
ELZ10602.1@GCA_000337115.1,Tat/SPII,0.999536,25-26,0.848328
ELZ10615.1@GCA_000337115.1,Sec/SPI,0.979471,20-21,0.522735
ELZ10624.1@GCA_000337115.1,Tat/SPI,0.921452,30-31,0.787236
ELZ10631.1@GCA_000337115.1,Tat/SPII,0.999582,23-24,0.848437
ELZ10632.1@GCA_000337115.1,Tat/SPII,0.598491,20-21,0.502791
ELZ10633.1@GCA_000337115.1,Tat/SPI,0.980306,36-37,0.279113
ELZ10653.1@GCA_000337115.1,Sec/SPI,0.986206,22-23,0.843563
ELZ10661.1@GCA_000337115.1,Tat/SPI,0.929229,54-55,0.589930
ELZ10672.1@GCA_000337115.1,Sec/SPI,0.998571,28-29,0.972633
ELZ11238.1@GCA_000337115.1,Tat/SPII,0.999212,20-21,0.850786
ELZ11239.1@GCA_000337115.1,Tat/SPII,0.999789,28-29,0.829324
ELZ11353.1@GCA_000337115.1,Sec/SPI,0.998622,24-25,0.968339
ELZ11355.1@GCA_000337115.1,Tat/SPII,0.952599,25-26,0.797885
ELZ11400.1@GCA_000337115.1,Tat/SPII,0.993876,32-33,0.834435
ELZ11408.1@GCA_000337115.1,Tat/SPII,0.997950,28-29,0.845870
ELZ11412.1@GCA_000337115.1,Tat/SPII,0.999842,27-28,0.848492
ELZ11416.1@GCA_000337115.1,Sec/SPI,0.998831,26-27,0.972841
ELZ11747.1@GCA_000337115.1,Tat/SPII,0.768936,40-41,0.601280
ELZ11781.1@GCA_000337115.1,Tat/SPII,0.593544,20-21,0.505839
ELZ11829.1@GCA_000337115.1,Sec/SPI,0.685373,22-23,0.592978
ELZ11842.1@GCA_000337115.1,Tat/SPI,0.999962,32-33,0.886512
ELZ11912.1@GCA_000337115.1,Sec/SPI,0.758210,32-33,0.719279
ELZ11913.1@GCA_000337115.1,Sec/SPII,1.000053,17-18,0.996697
ELZ11927.1@GCA_000337115.1,Sec/SPI,0.970294,27-28,0.937351
ELZ11929.1@GCA_000337115.1,Sec/SPI,0.998856,27-28,0.968679
ELZ11944.1@GCA_000337115.1,Tat/SPII,0.999946,27-28,0.847171
ELZ11945.1@GCA_000337115.1,Sec/SPII,1.000051,15-16,0.994130
ELZ12037.1@GCA_000337115.1,Tat/SPII,0.821651,20-21,0.695703
ELZ12050.1@GCA_000337115.1,Sec/SPII,0.648966,17-18,0.629449
ELZ12065.1@GCA_000337115.1,Tat/SPI,0.999992,34-35,0.906241
ELZ12092.1@GCA_000337115.1,Tat/SPI,0.815518,33-34,0.612574
ELZ12101.1@GCA_000337115.1,Sec/SPI,0.998709,24-25,0.556287
ELZ12318.1@GCA_000337115.1,Tat/SPII,0.997947,30-31,0.837720
ELZ12334.1@GCA_000337115.1,Sec/SPI,0.949639,41-42,0.749789
ELZ12388.1@GCA_000337115.1,Tat/SPI,0.991621,28-29,0.899882
ELZ12420.1@GCA_000337115.1,Tat/SPI,0.971750,38-39,0.797525
ELZ12778.1@GCA_000337115.1,Sec/SPII,0.999756,15-16,0.983725
ELZ12813.1@GCA_000337115.1,Tat/SPII,0.684970,22-23,0.559639
ELZ12814.1@GCA_000337115.1,Tat/SPII,0.997721,30-31,0.839641
ELZ12839.1@GCA_000337115.1,Tat/SPII,0.999962,21-22,0.854971
ELZ12846.1@GCA_000337115.1,Tat/SPI,0.524147,30-31,0.455555
ELZ12847.1@GCA_000337115.1,Tat/SPII,0.998828,32-33,0.829417
ELZ12859.1@GCA_000337115.1,Tat/SPI,0.912732,43-44,0.793168
ELZ12873.1@GCA_000337115.1,Tat/SPI,0.992109,25-26,0.789431
ELZ12875.1@GCA_000337115.1,Tat/SPII,0.571739,18-19,0.489738
ELZ12899.1@GCA_000337115.1,Sec/SPI,0.999082,25-26,0.977916
ELZ12904.1@GCA_000337115.1,Tat/SPI,0.724489,44-45,0.155856
ELZ12906.1@GCA_000337115.1,Sec/SPII,0.907675,21-22,0.894311
ELZ12911.1@GCA_000337115.1,Tat/SPII,0.887787,20-21,0.748465
ELZ12946.1@GCA_000337115.1,Tat/SPI,0.986417,34-35,0.682526
ELZ12948.1@GCA_000337115.1,Tat/SPII,0.999668,25-26,0.847308
ELZ12979.1@GCA_000337115.1,Sec/SPII,0.883722,17-18,0.862851
ELZ12981.1@GCA_000337115.1,Sec/SPII,0.802277,16-17,0.775397
ELZ13006.1@GCA_000337115.1,Sec/SPI,0.953848,18-19,0.879325
ELZ13007.1@GCA_000337115.1,Sec/SPI,0.999071,26-27,0.973398
ELZ13008.1@GCA_000337115.1,Sec/SPI,0.977248,20-21,0.937108
ELZ13023.1@GCA_000337115.1,Sec/SPI,0.996544,37-38,0.945864
ELZ13053.1@GCA_000337115.1,Tat/SPII,0.786772,43-44,0.654706
ELZ14008.1@GCA_000337115.1,Tat/SPII,0.989886,20-21,0.843865
ELZ14012.1@GCA_000337115.1,Sec/SPI,0.638710,29-30,0.616588
ELZ14034.1@GCA_000337115.1,Tat/SPI,0.597355,33-34,0.446628
ELZ14041.1@GCA_000337115.1,Tat/SPI,0.999980,28-29,0.938231
ELZ14095.1@GCA_000337115.1,Sec/SPI,0.634263,22-23,0.517469
ELZ14241.1@GCA_000337115.1,Sec/SPII,1.000047,21-22,0.995667
ELZ14374.1@GCA_000337115.1,Tat/SPII,0.946974,22-23,0.785653
ELZ14402.1@GCA_000337115.1,Tat/SPII,0.960234,35-36,0.789197
ELZ14408.1@GCA_000337115.1,Sec/SPI,0.999013,28-29,0.977170
ELZ14409.1@GCA_000337115.1,Sec/SPI,0.976008,30-31,0.910274
ELZ14411.1@GCA_000337115.1,Sec/SPI,0.997102,31-32,0.875262
ELZ14417.1@GCA_000337115.1,Sec/SPI,0.998328,27-28,0.941695
ELZ14643.1@GCA_000337115.1,Sec/SPIII,0.628638,15-16,0.262783
ELZ14645.1@GCA_000337115.1,Sec/SPIII,0.544203,12-13,0.254108
ELZ14657.1@GCA_000337115.1,Sec/SPII,1.000054,20-21,0.995274
ELZ14794.1@GCA_000337115.1,Tat/SPII,0.999975,25-26,0.841798
ELZ14821.1@GCA_000337115.1,Tat/SPII,0.985420,32-33,0.829001
ELZ15027.1@GCA_000337115.1,Tat/SPI,0.998552,37-38,0.884465
ELZ15041.1@GCA_000337115.1,Tat/SPII,0.885740,23-24,0.766168
ELZ15045.1@GCA_000337115.1,Tat/SPI,0.700805,33-34,0.581677
ELZ15055.1@GCA_000337115.1,Tat/SPII,0.998887,23-24,0.856073
ELZ15058.1@GCA_000337115.1,Tat/SPII,0.323677,67-68,0.119060
ELZ15063.1@GCA_000337115.1,Tat/SPI,0.962660,40-41,0.770756
ELZ15071.1@GCA_000337115.1,Tat/SPII,0.783332,33-34,0.630139
ELZ15096.1@GCA_000337115.1,Tat/SPI,0.998698,30-31,0.904459
ELZ15333.1@GCA_000337115.1,Tat/SPI,0.590885,24-25,0.274935
ELZ15334.1@GCA_000337115.1,Tat/SPII,0.997504,28-29,0.849660
ELZ15335.1@GCA_000337115.1,Tat/SPII,0.999460,23-24,0.855521
ELZ15603.1@GCA_000337115.1,Sec/SPII,0.899532,6-7,0.882993
ELZ15658.1@GCA_000337115.1,Sec/SPI,0.524767,32-33,0.473998
ELZ15660.1@GCA_000337115.1,Tat/SPII,0.934346,20-21,0.791212
ELZ15728.1@GCA_000337115.1,Tat/SPII,0.999614,35-36,0.809496
ELZ15762.1@GCA_000337115.1,Tat/SPII,0.993186,21-22,0.840053
ELZ15809.1@GCA_000337115.1,Tat/SPI,0.773346,31-32,0.661817
ELZ15811.1@GCA_000337115.1,Sec/SPI,0.999084,25-26,0.969337
ELZ15812.1@GCA_000337115.1,Sec/SPI,0.998382,24-25,0.964181
ELZ15813.1@GCA_000337115.1,Sec/SPI,0.998822,24-25,0.872302
ELZ15816.1@GCA_000337115.1,Sec/SPI,0.999084,23-24,0.960371
ELZ15855.1@GCA_000337115.1,Sec/SPI,0.996804,30-31,0.957065
ELZ15859.1@GCA_000337115.1,Tat/SPI,0.986969,31-32,0.897811
ELZ15880.1@GCA_000337115.1,Tat/SPII,0.997408,24-25,0.839839
ELZ15881.1@GCA_000337115.1,Sec/SPI,0.998625,27-28,0.785508
ELZ15908.1@GCA_000337115.1,Sec/SPI,0.998484,26-27,0.753453
ELZ15910.1@GCA_000337115.1,Sec/SPI,0.999011,25-26,0.977842
ELZ15912.1@GCA_000337115.1,Sec/SPI,0.650743,23-24,0.620048
ELZ15933.1@GCA_000337115.1,Tat/SPII,0.945624,22-23,0.809281
ELZ15935.1@GCA_000337115.1,Sec/SPII,1.000041,13-14,0.992569
ELZ15936.1@GCA_000337115.1,Tat/SPII,0.994331,27-28,0.846902
ELZ15937.1@GCA_000337115.1,Tat/SPII,0.999662,27-28,0.847387
ELZ15940.1@GCA_000337115.1,Tat/SPI,0.999991,27-28,0.930156
ELZ15959.1@GCA_000337115.1,Sec/SPII,1.000056,19-20,0.990067
ELZ16224.1@GCA_000337115.1,Tat/SPI,0.728460,41-42,0.596827
ELZ16230.1@GCA_000337115.1,Tat/SPII,0.998176,18-19,0.863452
ELZ16247.1@GCA_000337115.1,Tat/SPII,0.999620,25-26,0.838129
ELZ16273.1@GCA_000337115.1,Tat/SPII,0.996993,20-21,0.830812
ELZ16299.1@GCA_000337115.1,Tat/SPII,0.999010,20-21,0.851275
ELZ16338.1@GCA_000337115.1,Sec/SPI,0.998829,29-30,0.724091
ELZ16357.1@GCA_000337115.1,Tat/SPII,0.916757,25-26,0.762932
ELZ16376.1@GCA_000337115.1,Tat/SPI,0.691795,28-29,0.507209
ELZ16917.1@GCA_000337115.1,Tat/SPII,0.535424,31-32,0.434610
ELZ16954.1@GCA_000337115.1,Tat/SPII,0.903978,45-46,0.746526
ELZ16955.1@GCA_000337115.1,Sec/SPII,0.685316,19-20,0.668359
ELZ18251.1@GCA_000337115.1,Sec/SPII,0.997355,29-30,0.993884
ELZ18253.1@GCA_000337115.1,Sec/SPI,0.999020,24-25,0.972173
ELZ18265.1@GCA_000337115.1,Tat/SPII,0.999181,26-27,0.843119
ELZ18279.1@GCA_000337115.1,Tat/SPII,0.996556,22-23,0.844015
ELZ18300.1@GCA_000337115.1,Tat/SPI,0.999943,31-32,0.774848
ELZ18302.1@GCA_000337115.1,Sec/SPI,0.998841,25-26,0.450464
ELZ18304.1@GCA_000337115.1,Sec/SPI,0.996220,25-26,0.959917
ELZ18305.1@GCA_000337115.1,Sec/SPI,0.882145,27-28,0.708263
ELZ18821.1@GCA_000337115.1,Tat/SPI,0.999992,27-28,0.953079
ELZ18840.1@GCA_000337115.1,Tat/SPI,0.584807,47-48,0.235655
ELZ18869.1@GCA_000337115.1,Tat/SPII,0.980491,42-43,0.811987
ELZ18870.1@GCA_000337115.1,Tat/SPII,0.968719,42-43,0.805465
ELZ18871.1@GCA_000337115.1,Sec/SPII,1.000046,16-17,0.991103
ERG90019.1@GCA_000415965.1,Sec/SPI,0.562585,24-25,0.520061
ERG90028.1@GCA_000415965.1,Sec/SPI,0.971304,19-20,0.911091
ERG90030.1@GCA_000415965.1,Sec/SPI,0.999099,23-24,0.975383
ERG90113.1@GCA_000415965.1,Sec/SPI,0.525663,29-30,0.473528
ERG90116.1@GCA_000415965.1,Sec/SPI,0.867358,30-31,0.676949
ERG90205.1@GCA_000415965.1,Sec/SPII,1.000055,20-21,0.990399
ERG90264.1@GCA_000415965.1,Sec/SPI,0.998857,20-21,0.860234
ERG90276.1@GCA_000415965.1,Sec/SPI,0.970986,25-26,0.771315
ERG90318.1@GCA_000415965.1,Sec/SPI,0.998863,27-28,0.959939
ERG90327.1@GCA_000415965.1,Tat/SPI,0.420622,22-23,0.182511
ERG90351.1@GCA_000415965.1,Tat/SPI,0.571334,32-33,0.455037
ERG90389.1@GCA_000415965.1,Sec/SPI,0.688901,23-24,0.407386
ERG90394.1@GCA_000415965.1,Sec/SPI,0.998794,18-19,0.955044
ERG90407.1@GCA_000415965.1,Sec/SPI,0.999061,25-26,0.970958
ERG90435.1@GCA_000415965.1,Sec/SPI,0.607521,28-29,0.586356
ERG90511.1@GCA_000415965.1,Tat/SPII,0.999581,30-31,0.839048
ERG90588.1@GCA_000415965.1,Tat/SPII,0.999293,22-23,0.856531
ERG90645.1@GCA_000415965.1,Tat/SPII,0.997345,26-27,0.856237
ERG90674.1@GCA_000415965.1,Tat/SPII,0.999916,24-25,0.841349
ERG90675.1@GCA_000415965.1,Sec/SPI,0.962539,24-25,0.874354
ERG90706.1@GCA_000415965.1,Sec/SPI,0.680116,29-30,0.645107
ERG90733.1@GCA_000415965.1,Tat/SPII,0.999710,30-31,0.845664
ERG90739.1@GCA_000415965.1,Tat/SPI,0.655093,20-21,0.387439
ERG90751.1@GCA_000415965.1,Tat/SPII,0.998746,27-28,0.848396
ERG90756.1@GCA_000415965.1,Tat/SPII,0.993111,34-35,0.825759
ERG90761.1@GCA_000415965.1,Tat/SPI,0.452324,38-39,0.297886
ERG90805.1@GCA_000415965.1,Sec/SPI,0.998309,20-21,0.940704
ERG90821.1@GCA_000415965.1,Sec/SPI,0.517292,26-27,0.341010
ERG90824.1@GCA_000415965.1,Sec/SPI,0.999111,24-25,0.978372
ERG90832.1@GCA_000415965.1,Tat/SPI,0.999793,28-29,0.908706
ERG90842.1@GCA_000415965.1,Tat/SPI,0.999922,32-33,0.896052
ERG90868.1@GCA_000415965.1,Sec/SPI,0.727284,26-27,0.854413
ERG90876.1@GCA_000415965.1,Tat/SPI,0.997532,27-28,0.629764
ERG90879.1@GCA_000415965.1,Tat/SPI,0.991348,25-26,0.716234
ERG90915.1@GCA_000415965.1,Tat/SPII,0.999836,29-30,0.846428
ERG90918.1@GCA_000415965.1,Tat/SPII,0.870308,19-20,0.739423
ERG90924.1@GCA_000415965.1,Sec/SPI,0.969095,36-37,0.923256
ERG90980.1@GCA_000415965.1,Sec/SPI,0.430235,33-34,0.239826
ERG91094.1@GCA_000415965.1,Sec/SPI,0.995438,15-16,0.927279
ERG91132.1@GCA_000415965.1,Sec/SPII,1.000068,19-20,0.996614
ERG91133.1@GCA_000415965.1,Tat/SPII,0.921796,23-24,0.784049
ERG91141.1@GCA_000415965.1,Tat/SPII,0.999584,22-23,0.848772
ERG91148.1@GCA_000415965.1,Sec/SPI,0.998392,29-30,0.972633
ERG91151.1@GCA_000415965.1,Tat/SPII,0.521484,26-27,0.434826
ERG91158.1@GCA_000415965.1,Sec/SPI,0.998704,24-25,0.975837
ERG91159.1@GCA_000415965.1,Tat/SPI,0.952201,28-29,0.854670
ERG91174.1@GCA_000415965.1,Sec/SPI,0.836592,38-39,0.442824
ERG91195.1@GCA_000415965.1,Tat/SPII,0.912104,25-26,0.771555
ERG91228.1@GCA_000415965.1,Sec/SPII,0.994387,30-31,0.980870
ERG91292.1@GCA_000415965.1,Sec/SPII,1.000086,15-16,0.995722
ERG91297.1@GCA_000415965.1,Tat/SPI,0.904938,36-37,0.793205
ERG91300.1@GCA_000415965.1,Sec/SPII,0.623837,12-13,0.585630
ERG91318.1@GCA_000415965.1,Sec/SPII,1.000068,20-21,0.996463
ERG91320.1@GCA_000415965.1,Tat/SPII,0.989476,38-39,0.818573
ERG91381.1@GCA_000415965.1,Sec/SPII,0.623433,21-22,0.604731
ERG91412.1@GCA_000415965.1,Tat/SPI,0.956898,25-26,0.736561
ERG91417.1@GCA_000415965.1,Tat/SPII,0.895782,27-28,0.744897
ERG91432.1@GCA_000415965.1,Sec/SPI,0.948165,34-35,0.902791
ERG91438.1@GCA_000415965.1,Sec/SPI,0.597802,26-27,0.382143
ERG91440.1@GCA_000415965.1,Sec/SPI,0.520825,25-26,0.343590
ERG91461.1@GCA_000415965.1,Tat/SPII,0.994628,26-27,0.846580
ERG91465.1@GCA_000415965.1,Sec/SPI,0.843811,16-17,0.787368
ERG91487.1@GCA_000415965.1,Tat/SPII,0.997128,22-23,0.842839
ERG91510.1@GCA_000415965.1,Tat/SPII,0.999338,25-26,0.839165
ERG91560.1@GCA_000415965.1,Sec/SPII,1.000029,16-17,0.996683
ERG91571.1@GCA_000415965.1,Sec/SPI,0.996957,24-25,0.823501
ERG91572.1@GCA_000415965.1,Sec/SPI,0.639415,20-21,0.549290
ERG91596.1@GCA_000415965.1,Tat/SPII,0.998746,27-28,0.848396
ERG91637.1@GCA_000415965.1,Sec/SPII,0.625797,27-28,0.572633
ERG91646.1@GCA_000415965.1,Tat/SPII,0.592121,27-28,0.498860
ERG91651.1@GCA_000415965.1,Tat/SPII,0.999823,22-23,0.849723
ERG91688.1@GCA_000415965.1,Tat/SPII,0.999941,24-25,0.851742
ERG91693.1@GCA_000415965.1,Tat/SPII,0.999652,24-25,0.840413
ERG91710.1@GCA_000415965.1,Tat/SPII,0.835424,26-27,0.708848
ERG91712.1@GCA_000415965.1,Sec/SPII,0.647927,20-21,0.611821
ERG91718.1@GCA_000415965.1,Tat/SPII,0.988980,21-22,0.828251
ERG91754.1@GCA_000415965.1,Tat/SPII,0.999927,30-31,0.838492
ERG91760.1@GCA_000415965.1,Tat/SPII,0.995028,35-36,0.836489
ERG91805.1@GCA_000415965.1,Sec/SPI,0.539321,16-17,0.465586
ERG91836.1@GCA_000415965.1,Tat/SPI,0.999963,34-35,0.817535
ERG91843.1@GCA_000415965.1,Tat/SPII,0.987921,23-24,0.831960
ERG91846.1@GCA_000415965.1,Tat/SPII,0.995476,31-32,0.827852
ERG91866.1@GCA_000415965.1,Tat/SPII,0.999836,25-26,0.841872
ERG91942.1@GCA_000415965.1,Sec/SPI,0.590449,22-23,0.361144
ERG92036.1@GCA_000415965.1,Tat/SPII,0.999519,35-36,0.820693
ERG92060.1@GCA_000415965.1,Tat/SPII,0.996086,20-21,0.872017
ERG92061.1@GCA_000415965.1,Tat/SPI,0.829107,32-33,0.327391
ERG92118.1@GCA_000415965.1,Tat/SPII,0.996926,27-28,0.833867
ERG92149.1@GCA_000415965.1,Sec/SPII,0.294370,52-53,0.424601
ERG92155.1@GCA_000415965.1,Tat/SPII,0.880113,21-22,0.747557
ERG92204.1@GCA_000415965.1,Sec/SPI,0.741285,42-43,0.700495
ERG92219.1@GCA_000415965.1,Tat/SPII,0.994783,22-23,0.843088
ERG92221.1@GCA_000415965.1,Tat/SPII,0.999862,27-28,0.844803
ERG92229.1@GCA_000415965.1,Sec/SPI,0.525663,29-30,0.473528
ERG92231.1@GCA_000415965.1,Tat/SPI,0.770106,26-27,0.546279
ERG92237.1@GCA_000415965.1,Sec/SPI,0.816582,31-32,0.727022
ERG92238.1@GCA_000415965.1,Sec/SPI,0.992104,40-41,0.490042
ERG92239.1@GCA_000415965.1,Sec/SPI,0.998079,26-27,0.955941
ERG92241.1@GCA_000415965.1,Sec/SPI,0.998396,31-32,0.850082
ERG92242.1@GCA_000415965.1,Sec/SPI,0.481459,32-33,0.272621
ERG92317.1@GCA_000415965.1,Tat/SPII,0.999934,25-26,0.851434
