query_organism,query_accession,query_protein_id,query_pfam_domain,query_start,query_end,target_accession,target_protein_id,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,ncbi_organism_name,rank_sequence,rank_structure,average_rank
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_021820975.1,JAKADA010000037.1_10,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Acidibacillaceae,JAKACU01,JAKACU01 sp021820975,Firmicutes bacterium,107,97,102
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_934149115.1,CAKPDW010000005.1_3,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,UMGS1994,UMGS1994 sp934149115,uncultured Clostridia bacterium,104,101,102.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_021797415.1,JAJZZT010000245.1_2,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Acidibacillaceae,JAKACX01,JAKACX01 sp021797415,Firmicutes bacterium,108,98,103
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_000307855.1,WP_003329891.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_J,Schinkia,Schinkia azotoformans,Schinkia azotoformans LMG 9581,75,131,103
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_003852715.1,WP_164464266.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_G,Ectobacillus,Ectobacillus antri,Ectobacillus antri,91,116,103.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_017298655.1,QSO53207.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_B,Alicyclobacillus_B curvatus,Alicyclobacillus curvatus,120,88,104
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_000005825.2,WP_012960498.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Bacillaceae_D,Alkalihalophilus,Alkalihalophilus pseudofirmus,Alkalihalophilus pseudofirmus OF4,68,140,104
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_021739485.1,WP_236819139.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_K,Alicyclobacillus_K tolerans,Alicyclobacillus tolerans,61,149,105
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_021820805.1,JAKADF010000089.1_2,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,JAKADF01,JAKADF01 sp021820805,Firmicutes bacterium,103,108,105.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_905200315.1,CAJKKA010000001.1_20,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,Merdicola,Merdicola sp905200315,uncultured Clostridium sp.,152,65,108.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_014647315.1,WP_188881546.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_J,Alicyclobacillus_J cellulosilyticus,Alicyclobacillus cellulosilyticus,81,137,109
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_944393565.1,CALYAM010000024.1_5,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,UMGS1754,UMGS1754 sp944393565,uncultured Clostridia bacterium,157,62,109.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_000431335.1,CDC06512.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-269,CAG-269 sp000431335,Clostridium sp. CAG:343,169,50,109.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_023022965.1,WP_247082951.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_G,Ectobacillus,Ectobacillus sp023022965,Bacillus sp. JY-23,85,136,110.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_934130285.1,CAKOXT010000005.1_121,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,UMGS1994,UMGS1994 sp934130285,uncultured Clostridia bacterium,113,110,111.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_016841285.1,JAENZK010000146.1_8,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_J,Schinkia,Schinkia sp016841285,Alkalihalobacillus macyae,83,148,115.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_900551615.1,URWN01000020.1_17,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-269,CAG-269 sp900551615,uncultured Clostridium sp.,162,70,116
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_930980675.1,CAKNIU010000017.1_10,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-793,CAG-793 sp930980675,uncultured Clostridium sp.,140,95,117.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_001916065.1,OKZ62866.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-269,CAG-269 sp001916065,Clostridium sp. 28_17,106,129,117.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_944388625.1,CALXJM010000028.1_1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CALXJM01,CALXJM01 sp944388625,uncultured Clostridia bacterium,185,51,118
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_944388615.1,CALXJL010000081.1_2,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CALXJL01,CALXJL01 sp944388615,uncultured Clostridia bacterium,122,119,120.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_000430585.1,WP_245578137.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_G,Alicyclobacillus_G herbarius,Alicyclobacillus herbarius DSM 13609,84,158,121
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_002335745.1,WP_257010012.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Salisediminibacteriaceae,Bacillus_CA,Bacillus_CA sp002335745,Bacillus sp. FJAT-44876,129,113,121
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_934167175.1,CAKPKF010000003.1_102,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAKPKF01,CAKPKF01 sp934167175,uncultured Clostridia bacterium,158,91,124.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_000433915.1,CCY99415.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-793,CAG-793 sp000433915,Clostridium sp. CAG:793,134,121,127.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_007830185.1,WP_144448747.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Bacillaceae_D,Halalkalibacter,Halalkalibacter nanhaiisediminis,Alkalihalobacillus nanhaiisediminis,143,112,127.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_934167095.1,CAKPKE010000006.1_50,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-245,CAG-245 sp934167095,uncultured Clostridia bacterium,116,141,128.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_900761475.1,CAAFCY010000081.1_3,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-245,CAG-245 sp900761475,Clostridia bacterium,137,126,131.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_900240995.1,WP_102344824.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_J,OESV01,OESV01 sp900240995,Bacillus sp. Marseille-P3661,76,187,131.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_930986425.1,CAKNJR010000006.1_75,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-793,CAG-793 sp930986425,uncultured Clostridium sp.,150,114,132
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_944390285.1,CALXPN010000003.1_105,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,Scatovivens,Scatovivens sp944390285,uncultured Clostridia bacterium,174,90,132
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_002884495.1,WP_102693034.1,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus pycnus,Rummeliibacillus pycnus,119,145,132
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_944390345.1,CALXPP010000028.1_15,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,Scatovivens,Scatovivens sp944390345,uncultured Clostridia bacterium,179,86,132.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_000437855.1,CDE97115.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-273,CAG-273 sp000437855,Clostridium sp. CAG:567,145,122,133.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_007988965.1,WP_147195355.1,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus stabekisii,Rummeliibacillus stabekisii,99,168,133.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_022796725.1,MCI8965006.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,UMGS1994,UMGS1994 sp022796725,Clostridia bacterium,160,109,134.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_001552655.1,WP_245632833.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_G,Alicyclobacillus_G kakegawensis,Alicyclobacillus kakegawensis NBRC 103104,102,170,136
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_944392885.1,CALXYG010000051.1_15,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,UMGS1754,UMGS1754 sp944392885,uncultured Clostridia bacterium,192,81,136.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_007896435.1,WP_186731402.1,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus suwonensis,Rummeliibacillus suwonensis,118,155,136.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_900554815.1,USIO01000004.1_65,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,UMGS1754,UMGS1754 sp900554815,uncultured Clostridium sp.,170,104,137
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_001636425.1,WP_066266574.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_C,Bacillus_AE,Bacillus_AE acidicola,Bacillus acidicola,109,165,137
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_000435755.1,CDC31730.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-273,CAG-273 sp000435755,Clostridium sp. CAG:508,183,93,138
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_900555085.1,USJU01000028.1_17,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,Merdicola,Merdicola sp900555085,uncultured Clostridium sp.,188,89,138.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_003584005.1,RIV18560.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,QXHL01,QXHL01 sp003584005,Alicyclobacillaceae bacterium I2511,138,143,140.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_000505545.1,WP_029497882.1,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Kurthia,Kurthia huakuii,Kurthia huakuii LAM0618,161,120,140.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_944390965.1,CALXRW010000012.1_6,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CALXRW01,CALXRW01 sp944390965,uncultured Clostridia bacterium,202,85,143.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_944391745.1,CALXUS010000001.1_118,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-793,CAG-793 sp944391745,uncultured Clostridia bacterium,196,94,145
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_900120125.1,WP_072520098.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,Gemella massiliensis,Gemella massiliensis,114,177,145.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_934183305.1,CAKPSF010000002.1_151,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,HGM13634,HGM13634 sp934183305,uncultured Clostridia bacterium,190,102,146
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_001552255.1,WP_245629028.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_G,Alicyclobacillus_G shizuokensis,Alicyclobacillus shizuokensis NBRC 103103,126,169,147.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_900770385.1,CAAGKK010000044.1_72,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,HGM13634,HGM13634 sp900770385,Clostridia bacterium,168,128,148
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_002946355.1,WP_104848643.1,Bacteria,Bacillota,Bacilli,Bacillales,DSM-1321,Pradoshia,Pradoshia eiseniae,Pradoshia eiseniae,144,153,148.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_000472905.1,WP_051375472.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_A,Alicyclobacillus_A pomorum,Alicyclobacillus pomorum DSM 14955,123,175,149
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_013303125.1,WP_173732454.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_J,Calidifontibacillus,Calidifontibacillus erzurumensis,Calidifontibacillus erzurumensis,127,171,149
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_018065935.1,MBQ0140041.1,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Kurthia,Kurthia sp018065935,Kurthia sp.,132,167,149.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_001183965.1,WP_053103696.1,Bacteria,Bacillota,Bacilli,Bacillales,DSM-1321,Pradoshia,Pradoshia sp001183965,Bacillus sp. FJAT-27916,148,151,149.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_009720625.1,WP_136352303.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Metabacillus,Metabacillus sediminilitoris,Metabacillus sediminilitoris,112,190,151
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_014217835.1,WP_066333142.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Metabacillus,Metabacillus litoralis_A,Metabacillus sp. KUDC1714,133,173,153
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_007988965.1,WP_184117527.1,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus stabekisii,Rummeliibacillus stabekisii,121,186,153.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_000430585.1,WP_245578001.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_G,Alicyclobacillus_G herbarius,Alicyclobacillus herbarius DSM 13609,165,142,153.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_000429525.1,WP_051322052.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_A,Alicyclobacillus_A contaminans,Alicyclobacillus contaminans DSM 17975,111,198,154.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_900476045.1,WP_111742626.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,Gemella morbillorum,Gemella morbillorum,155,156,155.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_000752035.1,CCFE01000011.1_288,Bacteria,Bacillota,Bacilli,Bacillales,DSM-18226,Neobacillus,Neobacillus rubiinfantis,Bacillus rubiinfantis,82,231,156.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_003576525.1,WP_119414152.1,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus sp003576525,Rummeliibacillus sp. POC4,115,200,157.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_003991225.1,WP_158621032.1,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Kurthia,Kurthia intestinigallinarum,Kurthia sp. 3B1D,167,150,158.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_944388605.1,CALXJJ010000009.1_37,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CALXJJ01,CALXJJ01 sp944388605,uncultured Clostridia bacterium,204,115,159.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_017625465.1,MBO5397728.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,Scatovivens,Scatovivens sp017625465,Clostridia bacterium,244,76,160
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_944386115.1,CALWZV010000015.1_25,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CALWZV01,CALWZV01 sp944386115,uncultured Clostridia bacterium,237,84,160.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_000821085.1,WP_048827147.1,Bacteria,Bacillota,Bacilli,Bacillales,DSM-18226,Bacillus_D,Bacillus_D sp000821085,Bacillus sp. B-jedd,142,179,160.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_018866345.1,WP_216279980.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,Gemella sp018866345,Gemella sp. zg-570,177,147,162
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_001742425.1,WP_069717710.1,Bacteria,Bacillota,Bacilli,Bacillales_I,Bacillaceae_N,Bacillus_AV,Bacillus_AV solimangrovi,Bacillus solimangrovi,146,183,164.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_001274945.1,WP_053417852.1,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Viridibacillus,Viridibacillus arvi,Viridibacillus arvi,153,178,165.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_001955655.1,WP_038179935.1,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Viridibacillus,Viridibacillus arenosi,Viridibacillus arenosi,151,181,166
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_944390445.1,CALXQB010000085.1_2,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CALXRW01,CALXRW01 sp944390445,uncultured Clostridia bacterium,228,105,166.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_002884495.1,WP_102693041.1,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus pycnus,Rummeliibacillus pycnus,184,154,169
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_003143975.1,WP_109306249.1,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Kurthia,Kurthia sibirica,Kurthia sibirica,117,223,170
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_001553035.1,WP_060913462.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,Gemella haemolysans_B,Gemella haemolysans,175,166,170.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_001183965.1,WP_049669400.1,Bacteria,Bacillota,Bacilli,Bacillales,DSM-1321,Pradoshia,Pradoshia sp001183965,Bacillus sp. FJAT-27916,163,180,171.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_934119935.1,CAKOSX010000001.1_302,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-245,CAG-245 sp934119935,uncultured Clostridia bacterium,206,139,172.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_003688615.2,WP_062756496.1,Bacteria,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Parageobacillus,Parageobacillus toebii,Parageobacillus toebii NBRC 107807,128,218,173
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_001552655.1,WP_067932223.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_G,Alicyclobacillus_G kakegawensis,Alicyclobacillus kakegawensis NBRC 103104,131,215,173
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_004006295.1,WP_127758921.1,Bacteria,Bacillota,Bacilli,Bacillales,DSM-1321,Peribacillus,Peribacillus asahii_A,Peribacillus asahii,156,192,174
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_018333075.1,GIN84905.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_C,Heyndrickxia,Heyndrickxia sporothermodurans_A,Heyndrickxia sporothermodurans,147,207,177
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_004340465.1,WP_132003229.1,Bacteria,Bacillota,Bacilli,Bacillales,DSM-18226,Bacillus_AZ,Bacillus_AZ foraminis,Mesobacillus foraminis,178,176,177
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_000285595.1,WP_010302310.1,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Kurthia,Kurthia senegalensis,Kurthia senegalensis,238,117,177.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_905198755.1,CAJKDR010000031.1_11,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,HGM13634,HGM13634 sp905198755,uncultured Clostridiaceae bacterium,232,125,178.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_000429525.1,WP_051322340.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_A,Alicyclobacillus_A contaminans,Alicyclobacillus contaminans DSM 17975,197,161,179
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_018065935.1,MBQ0140039.1,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Kurthia,Kurthia sp018065935,Kurthia sp.,199,160,179.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_018343695.1,WP_213111186.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_C,Lederbergia_A,Lederbergia_A citrisecundus,Lederbergia citrisecundus,149,210,179.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCF_900117315.1,WP_075980835.1,Bacteria,Bacillota,Bacilli,Bacillales,DSM-18226,Bacillus_BE,Bacillus_BE massilionigeriensis,Bacillus massilionigeriensis,130,230,180
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,Glucosaminidase,67,181,GCA_017298655.1,QSO50469.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_B,Alicyclobacillus_B curvatus,Alicyclobacillus curvatus,205,157,181
