query,target,pfam_domain,domain_type,normalized_score,rank
YP_010646699.1@NC_070691$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,84.1,1
YP_010646742.1@NC_070692$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,89.95,1
YP_010646742.1@NC_070692$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,84.72,1
YP_010646839.1@NC_070694$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.57,1
YP_010646839.1@NC_070694$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,76.7,1
YP_010646881.1@NC_070695$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,91.16,1
YP_010646881.1@NC_070695$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,85.71,1
YP_010646924.1@NC_070696$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.99,1
YP_010646924.1@NC_070696$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,85.35,1
YP_010647015.1@NC_070698$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,94.27,1
YP_010647015.1@NC_070698$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,79.67,1
YP_010647058.1@NC_070699$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,94.68,1
YP_010647058.1@NC_070699$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,80.18,1
YP_010647106.1@NC_070700$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,93.51,1
YP_010647106.1@NC_070700$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,84.67,1
YP_010647195.1@NC_070702$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,89.95,1
YP_010647195.1@NC_070702$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,83.96,1
YP_010647246.1@NC_070703$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.98,1
YP_010647246.1@NC_070703$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,82.83,1
YP_010647294.1@NC_070704$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,89.04,1
YP_010647294.1@NC_070704$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,78.02,1
YP_010647440.1@NC_070707$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,91.08,1
YP_010647440.1@NC_070707$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,82.29,1
YP_010647487.1@NC_070708$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.13,1
YP_010647487.1@NC_070708$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,77.16,1
YP_010647537.1@NC_070709$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.84,1
YP_010647537.1@NC_070709$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,73.79,1
YP_010647583.1@NC_070710$Amidase_5:3-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,88.12,1
YP_010647583.1@NC_070710$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,82.09,1
YP_010647809.1@NC_070715$Amidase_5:2-158,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,89.12,1
YP_010647809.1@NC_070715$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,76.6,1
YP_010647851.1@NC_070716$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,89.23,1
YP_010647851.1@NC_070716$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,80.18,1
YP_010647897.1@NC_070717$Amidase_5:3-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,87.92,1
YP_010647897.1@NC_070717$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,84.12,1
YP_010647989.1@NC_070719$Amidase_5:3-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,87.49,1
YP_010647989.1@NC_070719$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,82.76,1
YP_010648076.1@NC_070721$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.53,1
YP_010648076.1@NC_070721$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,84.85,1
YP_010648117.1@NC_070722$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,91.96,1
YP_010648117.1@NC_070722$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,80.18,1
YP_010648199.1@NC_070724$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,92.4,1
YP_010648199.1@NC_070724$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,85.29,1
YP_010648245.1@NC_070725$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,94.85,1
YP_010648245.1@NC_070725$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,76.7,1
YP_010648310.1@NC_070726$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,89.2,1
YP_010648310.1@NC_070726$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,74.51,1
YP_010660630.1@NC_070878$CHAP:18-107,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,22.15,7
YP_010662941.1@NC_070890$Amidase_2:29-201,WP_060725103.1@GCF_001541315.1,Amidase_2,catalytic,10.26,1679
YP_010663558.1@NC_070899$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,93.8,1
YP_010663558.1@NC_070899$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,85.98,1
YP_010663602.1@NC_070900$Amidase_5:1-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,92.65,1
YP_010663602.1@NC_070900$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,71.46,1
YP_010663647.1@NC_070901$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.27,1
YP_010663647.1@NC_070901$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,78.53,1
YP_010671859.1@NC_070972$SH3_3:163-222,WP_011590484.1@GCF_000013285.1,SH3_3,cell wall binding,35.42,1
YP_010677635.1@NC_071024$LysM:296-340,WP_003801780.1@GCF_000238915.1,LysM,cell wall binding,38.43,1546
YP_010679375.1@NC_071040$Amidase_2:21-142,WP_015945848.1@GCF_000021305.1,Amidase_2,catalytic,33.72,66
YP_010679375.1@NC_071040$SH3_3:186-235,WP_000873744.1@GCF_000021305.1,SH3_3,cell wall binding,40.73,3
YP_010680031.1@NC_071043$Amidase_2:20-142,WP_015945848.1@GCF_000021305.1,Amidase_2,catalytic,35.35,57
YP_010680031.1@NC_071043$SH3_3:182-231,WP_000873744.1@GCF_000021305.1,SH3_3,cell wall binding,42.71,3
YP_010681515.1@NC_071049$SH3_3:205-254,WP_084380178.1@GCF_002250055.1,SH3_3,cell wall binding,31.43,14
YP_010681515.1@NC_071049$SH3_3:274-325,WP_084380178.1@GCF_002250055.1,SH3_3,cell wall binding,29.46,4
YP_010681515.1@NC_071049$SPOR:343-419,WP_066414749.1@GCF_002250055.1,SPOR,cell wall binding,32.16,69
YP_010681677.1@NC_071050$LysM:298-341,NP_388823.2@GCF_000009045.1,LysM,cell wall binding,47.99,68
YP_010681869.1@NC_071051$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.45,1
YP_010681869.1@NC_071051$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,72.39,1
YP_010681962.1@NC_071053$Amidase_5:3-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,84.0,1
YP_010681962.1@NC_071053$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,73.83,1
YP_010682060.1@NC_071055$Amidase_5:2-156,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.47,1
YP_010682060.1@NC_071055$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,88.39,1
YP_010682198.1@NC_071058$ZoocinA_TRD:146-179,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,76.7,1
YP_010682244.1@NC_071059$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.29,1
YP_010682244.1@NC_071059$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,77.85,1
YP_010682297.1@NC_071060$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.53,1
YP_010682297.1@NC_071060$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,80.34,1
YP_010682347.1@NC_071061$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.58,1
YP_010682347.1@NC_071061$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,83.18,1
YP_010682452.1@NC_071063$Amidase_5:3-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,89.32,1
YP_010682452.1@NC_071063$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,88.49,1
YP_010682759.1@NC_071069$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.19,1
YP_010682759.1@NC_071069$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,80.34,1
YP_010682809.1@NC_071070$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,89.08,1
YP_010682809.1@NC_071070$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,80.34,1
YP_010682951.1@NC_071073$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,88.85,1
YP_010682951.1@NC_071073$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,80.18,1
YP_010683288.1@NC_071080$Amidase_5:2-158,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.64,1
YP_010683288.1@NC_071080$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,79.05,1
YP_010683467.1@NC_071084$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,91.93,1
YP_010683467.1@NC_071084$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,83.96,1
YP_010683510.1@NC_071085$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,92.8,1
YP_010683510.1@NC_071085$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,81.67,1
YP_010683579.1@NC_071086$Amidase_5:2-156,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.78,1
YP_010683579.1@NC_071086$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,86.05,1
YP_025045.1@NC_005893$Glyco_hydro_25:34-220,WP_015975061.1@GCF_000829055.1,Glyco_hydro_25,catalytic,99.22,1
YP_025045.1@NC_005893$LysM:349-393,WP_015975061.1@GCF_000829055.1,LysM,cell wall binding,92.66,1
YP_025045.1@NC_005893$SH3_5:262-327,WP_015975061.1@GCF_000829055.1,SH3_5,cell wall binding,95.63,1
YP_164437.1@NC_006557$Amidase_3:13-188,WP_040323992.1@GCF_000292245.2,Amidase_3,catalytic,38.39,131
YP_164437.1@NC_006557$PG_binding_1:219-278,WP_235213150.1@GCF_000292245.2,PG_binding_1,cell wall binding,28.86,1511
YP_238716.1@NC_007021$CHAP:18-114,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,23.25,6
YP_239469.1@NC_007046$CHAP:18-107,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,22.95,7
YP_239596.1@NC_007048$CHAP:19-113,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,42.92,4
YP_239959.1@NC_007053$CHAP:19-113,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,18.91,6
YP_240025.1@NC_007054$CHAP:19-113,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,18.91,6
YP_240103.1@NC_007055$CHAP:18-113,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,43.52,4
YP_240182.1@NC_007056$CHAP:19-113,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,46.52,3
YP_240634.1@NC_007062$CHAP:19-113,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,42.92,4
YP_358779.1@NC_007501$Glyco_hydro_25:34-212,WP_020752189.1@GCF_900636965.1,Glyco_hydro_25,catalytic,39.74,45
YP_358779.1@NC_007501$LysM:332-376,WP_020752189.1@GCF_900636965.1,LysM,cell wall binding,64.49,8
YP_358779.1@NC_007501$LysM:388-432,WP_020752189.1@GCF_900636965.1,LysM,cell wall binding,90.66,3
