assembly_accession,protein_id,hmm_accession,hmm_query,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,id
GCA_000965745.1,AKA49256.1,PF02113.18,Peptidase_S13,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,GCA-965745,GCA-965745 sp000965745,AKA49256.1@GCA_000965745.1
GCA_000965745.1,AKA49265.1,PF01425.24,Amidase,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,GCA-965745,GCA-965745 sp000965745,AKA49265.1@GCA_000965745.1
GCA_001189275.1,AKT34296.1,PF01425.24,Amidase,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum sp001189275,AKT34296.1@GCA_001189275.1
GCA_001273385.1,KON33651.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,AD8-1,AD8-1 sp001273385,KON33651.1@GCA_001273385.1
GCA_001399795.1,KPV63391.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,B26-1,BA1,BA2,BA2 sp001399795,KPV63391.1@GCA_001399795.1
GCA_001399805.1,KPV63660.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,B26-1,BA1,BA1,BA1 sp001399805,KPV63660.1@GCA_001399805.1
GCA_001412335.1,KQC02978.1,PF01425.24,Amidase,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,SD8,SD8 sp001412335,KQC02978.1@GCA_001412335.1
GCA_001412355.1,KQC04525.1,PF02113.18,Peptidase_S13,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,LKUD01,LKUD01 sp001412355,KQC04525.1@GCA_001412355.1
GCA_001412355.1,KQC05321.1,PF01551.25,Peptidase_M23,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,LKUD01,LKUD01 sp001412355,KQC05321.1@GCA_001412355.1
GCA_001412355.1,KQC05713.1,PF01425.24,Amidase,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,LKUD01,LKUD01 sp001412355,KQC05713.1@GCA_001412355.1
GCA_001421175.1,KQM10235.1,PF01425.24,Amidase,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,RumEn-M2,RumEn-M2 sp001421175,KQM10235.1@GCA_001421175.1
GCA_001421185.1,KQM10734.1,PF02016.18,Peptidase_S66,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,DTU008,DTU008 sp001421185,KQM10734.1@GCA_001421185.1
GCA_001421185.1,KQM10734.1,PF17676.4,Peptidase_S66C,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,DTU008,DTU008 sp001421185,KQM10734.1@GCA_001421185.1
GCA_001421185.1,KQM11271.1,PF02113.18,Peptidase_S13,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,DTU008,DTU008 sp001421185,KQM11271.1@GCA_001421185.1
GCA_001421185.1,KQM11272.1,PF02113.18,Peptidase_S13,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,DTU008,DTU008 sp001421185,KQM11272.1@GCA_001421185.1
GCA_001421185.1,KQM11273.1,PF02113.18,Peptidase_S13,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,DTU008,DTU008 sp001421185,KQM11273.1@GCA_001421185.1
GCA_001437625.1,KRO27490.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp001437625,KRO27490.1@GCA_001437625.1
GCA_001443365.1,KRT60635.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,CSP1-1,CSP1-1 sp001443365,KRT60635.1@GCA_001443365.1
GCA_001507955.1,KUK00772.1,PF01425.24,Amidase,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanothermobacteraceae_A,Methanothermobacter_A,Methanothermobacter_A sp001507955,KUK00772.1@GCA_001507955.1
GCA_001509375.1,KUK45079.1,PF01425.24,Amidase,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix_A,Methanothrix_A harundinacea_D,KUK45079.1@GCA_001509375.1
GCA_001512375.1,LFRN01000141.1_3,PF01425.24,Amidase,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus thermohydrogenotrophicum,LFRN01000141.1_3@GCA_001512375.1
GCA_001512965.1,LFRW01000023.1_27,PF02113.18,Peptidase_S13,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,DTU008,DTU008 sp001512965,LFRW01000023.1_27@GCA_001512965.1
GCA_001512965.1,LFRW01000035.1_142,PF01425.24,Amidase,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,DTU008,DTU008 sp001512965,LFRW01000035.1_142@GCA_001512965.1
GCA_001515185.1,KUO41380.1,PF01425.24,Amidase,Archaea,Hadarchaeota,Hadarchaeia,Hadarchaeales,Hadarchaeaceae,DG-33,DG-33 sp001515185,KUO41380.1@GCA_001515185.1
GCA_001515205.2,KUO40823.1,PF01425.24,Amidase,Archaea,Hadarchaeota,Hadarchaeia,Hadarchaeales,Hadarchaeaceae,Hadarchaeum,Hadarchaeum yellowstonense,KUO40823.1@GCA_001515205.2
GCA_001560915.1,AMH93924.1,PF01425.24,Amidase,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,Methanomethylophilus,Methanomethylophilus sp001560915,AMH93924.1@GCA_001560915.1
GCA_001563325.1,KXH76331.1,PF17676.4,Peptidase_S66C,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-83,SMTZ1-83 sp001563325,KXH76331.1@GCA_001563325.1
GCA_001563325.1,KXH77070.1,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-83,SMTZ1-83 sp001563325,KXH77070.1@GCA_001563325.1
GCA_001563325.1,KXH78008.1,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-83,SMTZ1-83 sp001563325,KXH78008.1@GCA_001563325.1
GCA_001563335.1,KXH71320.1,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp001563335,KXH71320.1@GCA_001563335.1
GCA_001563335.1,KXH72158.1,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp001563335,KXH72158.1@GCA_001563335.1
GCA_001563335.1,KXH74995.1,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp001563335,KXH74995.1@GCA_001563335.1
GCA_001563795.1,LKML01000031.1_16,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta sp001563795,LKML01000031.1_16@GCA_001563795.1
GCA_001563795.1,LKML01000059.1_1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta sp001563795,LKML01000059.1_1@GCA_001563795.1
GCA_001563795.1,LKML01000103.1_2,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta sp001563795,LKML01000103.1_2@GCA_001563795.1
GCA_001563795.1,LKML01000133.1_5,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta sp001563795,LKML01000133.1_5@GCA_001563795.1
GCA_001563795.1,LKML01000133.1_6,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta sp001563795,LKML01000133.1_6@GCA_001563795.1
GCA_001563805.1,LKMK01000007.1_24,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobaculum,Natrarchaeobaculum sp001563805,LKMK01000007.1_24@GCA_001563805.1
GCA_001563805.1,LKMK01000045.1_11,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobaculum,Natrarchaeobaculum sp001563805,LKMK01000045.1_11@GCA_001563805.1
GCA_001563805.1,LKMK01000071.1_11,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobaculum,Natrarchaeobaculum sp001563805,LKMK01000071.1_11@GCA_001563805.1
GCA_001563875.1,LKMN01000001.1_94,PF01425.24,Amidase,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,B1-Br10-U2g19,B1-Br10-U2g19 sp001563875,LKMN01000001.1_94@GCA_001563875.1
GCA_001563885.1,LKMM01000026.1_11,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobaculum,Natrarchaeobaculum sp001563885,LKMM01000026.1_11@GCA_001563885.1
GCA_001563885.1,LKMM01000039.1_7,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobaculum,Natrarchaeobaculum sp001563885,LKMM01000039.1_7@GCA_001563885.1
GCA_001563915.1,LKMP01000003.1_9,PF02016.18,Peptidase_S66,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,B1-Br10-U2g21,B1-Br10-U2g21 sp001563915,LKMP01000003.1_9@GCA_001563915.1
GCA_001563915.1,LKMP01000003.1_9,PF17676.4,Peptidase_S66C,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,B1-Br10-U2g21,B1-Br10-U2g21 sp001563915,LKMP01000003.1_9@GCA_001563915.1
GCA_001563915.1,LKMP01000010.1_44,PF05342.17,Peptidase_M26_N,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,B1-Br10-U2g21,B1-Br10-U2g21 sp001563915,LKMP01000010.1_44@GCA_001563915.1
GCA_001563915.1,LKMP01000015.1_12,PF01425.24,Amidase,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,B1-Br10-U2g21,B1-Br10-U2g21 sp001563915,LKMP01000015.1_12@GCA_001563915.1
GCA_001563965.1,LKMS01000020.1_17,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,PL-Br10-E2g29,PL-Br10-E2g29 sp001563965,LKMS01000020.1_17@GCA_001563965.1
GCA_001563965.1,LKMS01000078.1_1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,PL-Br10-E2g29,PL-Br10-E2g29 sp001563965,LKMS01000078.1_1@GCA_001563965.1
GCA_001563995.1,LKMV01000015.1_13,PF01425.24,Amidase,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,PL-Br10-U2g16,PL-Br10-U2g16 sp001563995,LKMV01000015.1_13@GCA_001563995.1
GCA_001563995.1,LKMV01000031.1_7,PF02016.18,Peptidase_S66,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,PL-Br10-U2g16,PL-Br10-U2g16 sp001563995,LKMV01000031.1_7@GCA_001563995.1
GCA_001563995.1,LKMV01000031.1_7,PF17676.4,Peptidase_S66C,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,PL-Br10-U2g16,PL-Br10-U2g16 sp001563995,LKMV01000031.1_7@GCA_001563995.1
GCA_001564035.1,LKMX01000005.1_18,PF01425.24,Amidase,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,B1-Br10-U2g21,B1-Br10-U2g21 sp001564035,LKMX01000005.1_18@GCA_001564035.1
GCA_001564115.1,LKNG01000012.1_12,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11-E2g8,Tc-Br11-E2g8 sp001564115,LKNG01000012.1_12@GCA_001564115.1
GCA_001564115.1,LKNG01000012.1_12,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11-E2g8,Tc-Br11-E2g8 sp001564115,LKNG01000012.1_12@GCA_001564115.1
GCA_001564115.1,LKNG01000023.1_4,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11-E2g8,Tc-Br11-E2g8 sp001564115,LKNG01000023.1_4@GCA_001564115.1
GCA_001564115.1,LKNG01000058.1_5,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11-E2g8,Tc-Br11-E2g8 sp001564115,LKNG01000058.1_5@GCA_001564115.1
GCA_001564115.1,LKNG01000085.1_2,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11-E2g8,Tc-Br11-E2g8 sp001564115,LKNG01000085.1_2@GCA_001564115.1
GCA_001564115.1,LKNG01000095.1_6,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11-E2g8,Tc-Br11-E2g8 sp001564115,LKNG01000095.1_6@GCA_001564115.1
GCA_001564115.1,LKNG01000110.1_1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11-E2g8,Tc-Br11-E2g8 sp001564115,LKNG01000110.1_1@GCA_001564115.1
GCA_001564115.1,LKNG01000148.1_7,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11-E2g8,Tc-Br11-E2g8 sp001564115,LKNG01000148.1_7@GCA_001564115.1
GCA_001564135.1,LKNH01000009.1_5,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus sp001564135,LKNH01000009.1_5@GCA_001564135.1
GCA_001564135.1,LKNH01000139.1_2,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus sp001564135,LKNH01000139.1_2@GCA_001564135.1
GCA_001564135.1,LKNH01000144.1_3,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus sp001564135,LKNH01000144.1_3@GCA_001564135.1
GCA_001564135.1,LKNH01000160.1_4,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus sp001564135,LKNH01000160.1_4@GCA_001564135.1
GCA_001564135.1,LKNH01000160.1_4,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus sp001564135,LKNH01000160.1_4@GCA_001564135.1
GCA_001564145.1,LKMQ01000023.1_6,PF01425.24,Amidase,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,B1-Br10-U2g21,B1-Br10-U2g21 sp001564145,LKMQ01000023.1_6@GCA_001564145.1
GCA_001564145.1,LKMQ01000030.1_3,PF02016.18,Peptidase_S66,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,B1-Br10-U2g21,B1-Br10-U2g21 sp001564145,LKMQ01000030.1_3@GCA_001564145.1
GCA_001564145.1,LKMQ01000030.1_3,PF17676.4,Peptidase_S66C,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,B1-Br10-U2g21,B1-Br10-U2g21 sp001564145,LKMQ01000030.1_3@GCA_001564145.1
GCA_001564255.1,LKNC01000177.1_1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11-E2g1,Tc-Br11-E2g1 sp001564255,LKNC01000177.1_1@GCA_001564255.1
GCA_001564275.1,LKND01000005.1_14,PF02113.18,Peptidase_S13,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11,Tc-Br11 sp001564275,LKND01000005.1_14@GCA_001564275.1
GCA_001564275.1,LKND01000007.1_28,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11,Tc-Br11 sp001564275,LKND01000007.1_28@GCA_001564275.1
GCA_001564275.1,LKND01000007.1_28,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11,Tc-Br11 sp001564275,LKND01000007.1_28@GCA_001564275.1
GCA_001564275.1,LKND01000016.1_32,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11,Tc-Br11 sp001564275,LKND01000016.1_32@GCA_001564275.1
GCA_001587575.1,KYC50307.1,PF01425.24,Amidase,Archaea,Methanobacteriota_B,Thermococci,Methanofastidiosales,Methanofastidiosaceae,Methanofastidiosum,Methanofastidiosum sp001587575,KYC50307.1@GCA_001587575.1
GCA_001587595.1,KYC55108.1,PF01425.24,Amidase,Archaea,Methanobacteriota_B,Thermococci,Methanofastidiosales,Methanofastidiosaceae,Methanofastidiosum,Methanofastidiosum sp001587595,KYC55108.1@GCA_001587595.1
GCA_001587675.1,KYC52226.1,PF01425.24,Amidase,Archaea,Methanobacteriota_B,Thermococci,Methanofastidiosales,Methanofastidiosaceae,Methanofastidiosum,Methanofastidiosum sp001587675,KYC52226.1@GCA_001587675.1
GCA_001587715.1,KYC47725.1,PF01183.23,Glyco_hydro_25,Archaea,Methanobacteriota_B,Thermococci,Methanofastidiosales,Methanofastidiosaceae,Methanofastidiosum,Methanofastidiosum sp001587715,KYC47725.1@GCA_001587715.1
GCA_001587715.1,KYC51647.1,PF01425.24,Amidase,Archaea,Methanobacteriota_B,Thermococci,Methanofastidiosales,Methanofastidiosaceae,Methanofastidiosum,Methanofastidiosum sp001587715,KYC51647.1@GCA_001587715.1
GCA_001587715.1,KYC52663.1,PF13539.9,Peptidase_M15_4,Archaea,Methanobacteriota_B,Thermococci,Methanofastidiosales,Methanofastidiosaceae,Methanofastidiosum,Methanofastidiosum sp001587715,KYC52663.1@GCA_001587715.1
GCA_001587715.1,KYC53523.1,PF08291.14,Peptidase_M15_3,Archaea,Methanobacteriota_B,Thermococci,Methanofastidiosales,Methanofastidiosaceae,Methanofastidiosum,Methanofastidiosum sp001587715,KYC53523.1@GCA_001587715.1
GCA_001593845.1,KYH40343.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,B26-1,B26-1,B63,B63 sp001593845,KYH40343.1@GCA_001593845.1
GCA_001593855.1,KYH38843.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,B25,B25,B25,B25 sp001593855,KYH38843.1@GCA_001593855.1
GCA_001593865.1,KYH36188.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,B24,B24,B24,B24 sp001593865,KYH36188.1@GCA_001593865.1
GCA_001593865.1,KYH37666.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,B24,B24,B24,B24 sp001593865,KYH37666.1@GCA_001593865.1
GCA_001593865.1,KYH38027.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,B24,B24,B24,B24 sp001593865,KYH38027.1@GCA_001593865.1
GCA_001593875.1,KYH38612.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,TCS64,B23,B23,B23 sp001593875,KYH38612.1@GCA_001593875.1
GCA_001593925.1,KYH39857.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,B26-1,B26-1,B26-1,B26-1 sp001593925,KYH39857.1@GCA_001593925.1
GCA_001593925.1,KYH40967.1,PF18027.4,Pepdidase_M14_N,Archaea,Thermoproteota,Bathyarchaeia,B26-1,B26-1,B26-1,B26-1 sp001593925,KYH40967.1@GCA_001593925.1
GCA_001593925.1,KYH40967.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,B26-1,B26-1,B26-1,B26-1 sp001593925,KYH40967.1@GCA_001593925.1
GCA_001593925.1,KYH42056.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,B26-1,B26-1,B26-1,B26-1 sp001593925,KYH42056.1@GCA_001593925.1
GCA_001593935.1,KYH41933.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,B26-1,B26-1,B26-1,B26-1 sp001593935,KYH41933.1@GCA_001593935.1
GCA_001595785.1,KYK24502.1,PF01520.21,Amidase_3,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SM23-78,SM23-78,SM23-78 sp001595785,KYK24502.1@GCA_001595785.1
GCA_001595785.1,KYK25740.1,PF00877.22,NLPC_P60,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SM23-78,SM23-78,SM23-78 sp001595785,KYK25740.1@GCA_001595785.1
GCA_001595785.1,KYK25740.1,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SM23-78,SM23-78,SM23-78 sp001595785,KYK25740.1@GCA_001595785.1
GCA_001595785.1,KYK26220.1,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SM23-78,SM23-78,SM23-78 sp001595785,KYK26220.1@GCA_001595785.1
GCA_001595785.1,KYK26476.1,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SM23-78,SM23-78,SM23-78 sp001595785,KYK26476.1@GCA_001595785.1
GCA_001595885.1,KYK27822.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,Thermoplasmata,SG8-5,SG8-5,SG8-5,SG8-5 sp001595885,KYK27822.1@GCA_001595885.1
GCA_001595885.1,KYK27984.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,Thermoplasmata,SG8-5,SG8-5,SG8-5,SG8-5 sp001595885,KYK27984.1@GCA_001595885.1
GCA_001595885.1,KYK31345.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,Thermoplasmata,SG8-5,SG8-5,SG8-5,SG8-5 sp001595885,KYK31345.1@GCA_001595885.1
GCA_001595915.1,KYK31379.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SG8-52-3,SG8-52-3 sp001595915,KYK31379.1@GCA_001595915.1
GCA_001595915.1,KYK32048.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SG8-52-3,SG8-52-3 sp001595915,KYK32048.1@GCA_001595915.1
GCA_001595915.1,KYK32051.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SG8-52-3,SG8-52-3 sp001595915,KYK32051.1@GCA_001595915.1
GCA_001595915.1,KYK34025.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SG8-52-3,SG8-52-3 sp001595915,KYK34025.1@GCA_001595915.1
GCA_001595915.1,KYK34121.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SG8-52-3,SG8-52-3 sp001595915,KYK34121.1@GCA_001595915.1
GCA_001595945.1,KYK20207.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp001595945,KYK20207.1@GCA_001595945.1
GCA_001595945.1,KYK20222.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp001595945,KYK20222.1@GCA_001595945.1
GCA_001595945.1,KYK20476.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp001595945,KYK20476.1@GCA_001595945.1
GCA_001595945.1,KYK21092.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp001595945,KYK21092.1@GCA_001595945.1
GCA_001595945.1,KYK22331.1,PF05708.15,Peptidase_C92,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp001595945,KYK22331.1@GCA_001595945.1
GCA_001595945.1,KYK22620.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp001595945,KYK22620.1@GCA_001595945.1
GCA_001595945.1,KYK22960.1,PF05708.15,Peptidase_C92,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp001595945,KYK22960.1@GCA_001595945.1
GCA_001595945.1,KYK23645.1,PF01551.25,Peptidase_M23,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp001595945,KYK23645.1@GCA_001595945.1
GCA_001595945.1,KYK24734.1,PF05708.15,Peptidase_C92,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp001595945,KYK24734.1@GCA_001595945.1
GCA_001595945.1,KYK25010.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp001595945,KYK25010.1@GCA_001595945.1
GCA_001595945.1,KYK25408.1,PF05708.15,Peptidase_C92,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp001595945,KYK25408.1@GCA_001595945.1
GCA_001602645.1,LUYE01000014.1_26,PF01551.25,Peptidase_M23,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix_A,Methanothrix_A sp001602645,LUYE01000014.1_26@GCA_001602645.1
GCA_001602645.1,LUYE01000014.1_28,PF01551.25,Peptidase_M23,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix_A,Methanothrix_A sp001602645,LUYE01000014.1_28@GCA_001602645.1
GCA_001602645.1,LUYE01000030.1_19,PF01425.24,Amidase,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix_A,Methanothrix_A sp001602645,LUYE01000030.1_19@GCA_001602645.1
GCA_001627235.1,LUPB01000012.1_17,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp001627235,LUPB01000012.1_17@GCA_001627235.1
GCA_001628485.1,LURR01000004.1_43,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassarchaeaceae,MGIIb-O3,MGIIb-O3 sp001628485,LURR01000004.1_43@GCA_001628485.1
